config_id,folder,algo,use_paper_dueling,total_budget,alpha,gamma,episode_keep,n_seeds,acc_mean,acc_std,wall_time_total_sec,per_seed_csv
FSH_duel0_g0.800000_k0.750000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p800000_k0p750000,FSH,0,200000,0.2,0.8,0.75,1000,1.0,0.0,8129.360446214676,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p800000_k0p750000\per_seed.csv
FSH_duel0_g0.850000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p850000_k0p500000,FSH,0,200000,0.2,0.85,0.5,1000,1.0,0.0,8124.195348024368,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p850000_k0p500000\per_seed.csv
FSH_duel0_g0.850000_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p850000_k0p600000,FSH,0,200000,0.2,0.85,0.6,1000,1.0,0.0,8127.344708204269,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p850000_k0p600000\per_seed.csv
FSH_duel0_g0.850000_k0.707107,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p850000_k0p707107,FSH,0,200000,0.2,0.85,0.7071067811865475,1000,1.0,0.0,8130.202246427536,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p850000_k0p707107\per_seed.csv
FSH_duel0_g0.850000_k0.750000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p850000_k0p750000,FSH,0,200000,0.2,0.85,0.75,1000,1.0,0.0,8141.949127197266,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p850000_k0p750000\per_seed.csv
FSH_duel0_g0.900000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p900000_k0p500000,FSH,0,200000,0.2,0.9,0.5,1000,1.0,0.0,8145.614846229553,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p900000_k0p500000\per_seed.csv
FSH_duel0_g0.900000_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p900000_k0p600000,FSH,0,200000,0.2,0.9,0.6,1000,1.0,0.0,5612.46089720726,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p900000_k0p600000\per_seed.csv
FSH_duel0_g0.900000_k0.707107,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p900000_k0p707107,FSH,0,200000,0.2,0.9,0.7071067811865475,1000,1.0,0.0,5555.515484333038,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p900000_k0p707107\per_seed.csv
FSH_duel0_g0.900000_k0.750000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p900000_k0p750000,FSH,0,200000,0.2,0.9,0.75,1000,1.0,0.0,5621.793655395508,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel0_g0p900000_k0p750000\per_seed.csv
FSH_duel1_g0.550000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p550000_k0p500000,FSH,1,200000,0.2,0.55,0.5,1000,1.0,0.0,7952.5362186431885,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p550000_k0p500000\per_seed.csv
FSH_duel1_g0.600000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p600000_k0p500000,FSH,1,200000,0.2,0.6,0.5,1000,1.0,0.0,7950.945625543594,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p600000_k0p500000\per_seed.csv
FSH_duel1_g0.600000_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p600000_k0p600000,FSH,1,200000,0.2,0.6,0.6,1000,1.0,0.0,7943.761925697327,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p600000_k0p600000\per_seed.csv
FSH_duel1_g0.650000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p650000_k0p500000,FSH,1,200000,0.2,0.65,0.5,1000,1.0,0.0,7961.119946479797,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p650000_k0p500000\per_seed.csv
FSH_duel1_g0.650000_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p650000_k0p600000,FSH,1,200000,0.2,0.65,0.6,1000,1.0,0.0,7974.762451171875,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p650000_k0p600000\per_seed.csv
FSH_duel1_g0.707107_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p707107_k0p500000,FSH,1,200000,0.2,0.7071067811865475,0.5,1000,1.0,0.0,7962.520740509033,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p707107_k0p500000\per_seed.csv
FSH_duel1_g0.707107_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p707107_k0p600000,FSH,1,200000,0.2,0.7071067811865475,0.6,1000,1.0,0.0,7993.951990604401,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p707107_k0p600000\per_seed.csv
FSH_duel1_g0.707107_k0.707107,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p707107_k0p707107,FSH,1,200000,0.2,0.7071067811865475,0.7071067811865475,1000,1.0,0.0,7983.227602005005,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p707107_k0p707107\per_seed.csv
FSH_duel1_g0.750000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p750000_k0p500000,FSH,1,200000,0.2,0.75,0.5,1000,1.0,0.0,7976.263085126877,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p750000_k0p500000\per_seed.csv
FSH_duel1_g0.750000_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p750000_k0p600000,FSH,1,200000,0.2,0.75,0.6,1000,1.0,0.0,7982.722419500351,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p750000_k0p600000\per_seed.csv
FSH_duel1_g0.750000_k0.707107,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p750000_k0p707107,FSH,1,200000,0.2,0.75,0.7071067811865475,1000,1.0,0.0,7973.390287160873,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p750000_k0p707107\per_seed.csv
FSH_duel1_g0.750000_k0.750000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p750000_k0p750000,FSH,1,200000,0.2,0.75,0.75,1000,1.0,0.0,7979.396750450134,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p750000_k0p750000\per_seed.csv
FSH_duel1_g0.800000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p800000_k0p500000,FSH,1,200000,0.2,0.8,0.5,1000,1.0,0.0,7968.834436655045,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p800000_k0p500000\per_seed.csv
FSH_duel1_g0.800000_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p800000_k0p600000,FSH,1,200000,0.2,0.8,0.6,1000,1.0,0.0,7967.976671218872,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p800000_k0p600000\per_seed.csv
FSH_duel1_g0.800000_k0.707107,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p800000_k0p707107,FSH,1,200000,0.2,0.8,0.7071067811865475,1000,1.0,0.0,7968.6496641635895,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p800000_k0p707107\per_seed.csv
FSH_duel1_g0.800000_k0.750000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p800000_k0p750000,FSH,1,200000,0.2,0.8,0.75,1000,1.0,0.0,8075.7683210372925,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p800000_k0p750000\per_seed.csv
FSH_duel1_g0.850000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p850000_k0p500000,FSH,1,200000,0.2,0.85,0.5,1000,1.0,0.0,8090.113371133804,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p850000_k0p500000\per_seed.csv
FSH_duel1_g0.850000_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p850000_k0p600000,FSH,1,200000,0.2,0.85,0.6,1000,1.0,0.0,8093.671189785004,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p850000_k0p600000\per_seed.csv
FSH_duel1_g0.850000_k0.707107,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p850000_k0p707107,FSH,1,200000,0.2,0.85,0.7071067811865475,1000,1.0,0.0,8099.548489332199,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p850000_k0p707107\per_seed.csv
FSH_duel1_g0.850000_k0.750000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p850000_k0p750000,FSH,1,200000,0.2,0.85,0.75,1000,1.0,0.0,8081.302701711655,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p850000_k0p750000\per_seed.csv
FSH_duel1_g0.900000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p900000_k0p500000,FSH,1,200000,0.2,0.9,0.5,1000,1.0,0.0,8096.074408531189,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p900000_k0p500000\per_seed.csv
FSH_duel1_g0.900000_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p900000_k0p600000,FSH,1,200000,0.2,0.9,0.6,1000,1.0,0.0,8099.135175943375,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p900000_k0p600000\per_seed.csv
FSH_duel1_g0.900000_k0.707107,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p900000_k0p707107,FSH,1,200000,0.2,0.9,0.7071067811865475,1000,1.0,0.0,8082.0433650016785,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p900000_k0p707107\per_seed.csv
FSH_duel1_g0.900000_k0.750000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p900000_k0p750000,FSH,1,200000,0.2,0.9,0.75,1000,1.0,0.0,8072.180203437805,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\FSH_duel1_g0p900000_k0p750000\per_seed.csv
UNIFORM_NO_ELIM_duel0,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0,UNIFORM_NO_ELIM,0,200000,0.2,,,1000,1.0,0.0,1207.7033286094666,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\per_seed.csv
UNIFORM_NO_ELIM_duel1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1,UNIFORM_NO_ELIM,1,200000,0.2,,,1000,1.0,0.0,1207.969758272171,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\per_seed.csv
