config_id,folder,scenario,K,algo,total_budget,alpha,gamma,episode_keep,use_class_impl,n_seeds,acc_mean,acc_std,fallback_rate,error_rate,wall_time_total_sec,per_seed_csv
gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a0.500,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\BASELINE_NO_ELIM_MIX\gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a0p500,gaps_decreasing,64,BASELINE_NO_ELIM_MIX,24000,0.5,,,False,1000,0.787,0.4096325167742379,0.0,0.0,390.3729076385498,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\BASELINE_NO_ELIM_MIX\gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a0p500\per_seed.csv
gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a0.750,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\BASELINE_NO_ELIM_MIX\gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a0p750,gaps_decreasing,64,BASELINE_NO_ELIM_MIX,24000,0.75,,,False,1000,0.843,0.3639828065767425,0.0,0.0,341.7757065296173,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\BASELINE_NO_ELIM_MIX\gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a0p750\per_seed.csv
gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a1.000,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\BASELINE_NO_ELIM_MIX\gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a1p000,gaps_decreasing,64,BASELINE_NO_ELIM_MIX,24000,1.0,,,False,1000,0.868,0.3386601403925358,0.0,0.0,301.1374604701996,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\BASELINE_NO_ELIM_MIX\gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a1p000\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.300_k0.300_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p300_k0p300_impl1,gaps_decreasing,64,FSH,24000,0.0,0.3,0.3,True,1000,0.626,0.4841057305572347,0.0,0.0,234.44440698623657,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p300_k0p300_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.300_k0.417_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p300_k0p417_impl1,gaps_decreasing,64,FSH,24000,0.0,0.3,0.41666666666666663,True,1000,0.936,0.2448754049796808,0.0,0.0,312.64053988456726,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p300_k0p417_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.300_k0.533_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p300_k0p533_impl1,gaps_decreasing,64,FSH,24000,0.0,0.3,0.5333333333333333,True,1000,0.936,0.2448754049796808,0.0,0.0,309.2100040912628,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p300_k0p533_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.300_k0.650_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p300_k0p650_impl1,gaps_decreasing,64,FSH,24000,0.0,0.3,0.6499999999999999,True,1000,0.936,0.2448754049796808,0.0,0.0,309.3873302936554,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p300_k0p650_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.300_k0.767_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p300_k0p767_impl1,gaps_decreasing,64,FSH,24000,0.0,0.3,0.7666666666666666,True,1000,0.936,0.2448754049796808,0.0,0.0,309.76062202453613,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p300_k0p767_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.300_k0.883_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p300_k0p883_impl1,gaps_decreasing,64,FSH,24000,0.0,0.3,0.8833333333333333,True,1000,0.936,0.2448754049796808,0.0,0.0,309.66703748703003,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p300_k0p883_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.300_k1.000_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p300_k1p000_impl1,gaps_decreasing,64,FSH,24000,0.0,0.3,1.0,True,1000,0.936,0.2448754049796808,0.0,0.0,307.13435530662537,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p300_k1p000_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.417_k0.300_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p417_k0p300_impl1,gaps_decreasing,64,FSH,24000,0.0,0.41666666666666663,0.3,True,1000,0.677,0.4678566980282455,0.0,0.0,232.9922378063202,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p417_k0p300_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.417_k0.417_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p417_k0p417_impl1,gaps_decreasing,64,FSH,24000,0.0,0.41666666666666663,0.41666666666666663,True,1000,0.752,0.4320679144332356,0.0,0.0,308.3689799308777,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p417_k0p417_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.417_k0.533_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p417_k0p533_impl1,gaps_decreasing,64,FSH,24000,0.0,0.41666666666666663,0.5333333333333333,True,1000,0.922,0.2683057733034996,0.0,0.0,384.1875355243683,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p417_k0p533_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.417_k0.650_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p417_k0p650_impl1,gaps_decreasing,64,FSH,24000,0.0,0.41666666666666663,0.6499999999999999,True,1000,0.868,0.33866014039253617,0.0,0.0,383.9822995662689,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p417_k0p650_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.417_k0.767_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p417_k0p767_impl1,gaps_decreasing,64,FSH,24000,0.0,0.41666666666666663,0.7666666666666666,True,1000,0.979,0.14345584540052578,0.0,0.0,458.6483323574066,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p417_k0p767_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.417_k0.883_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p417_k0p883_impl1,gaps_decreasing,64,FSH,24000,0.0,0.41666666666666663,0.8833333333333333,True,1000,0.979,0.14345584540052578,0.0,0.0,457.7733647823334,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p417_k0p883_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.417_k1.000_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p417_k1p000_impl1,gaps_decreasing,64,FSH,24000,0.0,0.41666666666666663,1.0,True,1000,0.979,0.14345584540052578,0.0,0.0,458.86685490608215,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p417_k1p000_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.533_k0.300_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p533_k0p300_impl1,gaps_decreasing,64,FSH,24000,0.0,0.5333333333333333,0.3,True,1000,0.719,0.44971239836282195,0.0,0.0,233.78069472312927,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p533_k0p300_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.533_k0.417_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p533_k0p417_impl1,gaps_decreasing,64,FSH,24000,0.0,0.5333333333333333,0.41666666666666663,True,1000,0.808,0.3940701603665133,0.0,0.0,310.2694160938263,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p533_k0p417_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.533_k0.533_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p533_k0p533_impl1,gaps_decreasing,64,FSH,24000,0.0,0.5333333333333333,0.5333333333333333,True,1000,0.952,0.21387319079712125,0.0,0.0,467.33580470085144,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p533_k0p533_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.533_k0.650_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p533_k0p650_impl1,gaps_decreasing,64,FSH,24000,0.0,0.5333333333333333,0.6499999999999999,True,1000,0.848,0.35920053594757595,0.0,0.0,474.0201315879822,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p533_k0p650_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.533_k0.767_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p533_k0p767_impl1,gaps_decreasing,64,FSH,24000,0.0,0.5333333333333333,0.7666666666666666,True,1000,0.843,0.36398280657674165,0.0,0.0,469.82755398750305,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p533_k0p767_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.533_k0.883_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p533_k0p883_impl1,gaps_decreasing,64,FSH,24000,0.0,0.5333333333333333,0.8833333333333333,True,1000,0.843,0.36398280657674165,0.0,0.0,468.19127917289734,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p533_k0p883_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.533_k1.000_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p533_k1p000_impl1,gaps_decreasing,64,FSH,24000,0.0,0.5333333333333333,1.0,True,1000,0.843,0.36398280657674165,0.0,0.0,472.0098147392273,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p533_k1p000_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.650_k0.300_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p650_k0p300_impl1,gaps_decreasing,64,FSH,24000,0.0,0.6499999999999999,0.3,True,1000,0.757,0.4291097005838169,0.0,0.0,236.69126772880554,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p650_k0p300_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.650_k0.417_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p650_k0p417_impl1,gaps_decreasing,64,FSH,24000,0.0,0.6499999999999999,0.41666666666666663,True,1000,0.784,0.41172018837253366,0.0,0.0,312.97716212272644,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p650_k0p417_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.650_k0.533_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p650_k0p533_impl1,gaps_decreasing,64,FSH,24000,0.0,0.6499999999999999,0.5333333333333333,True,1000,0.945,0.22809433799861767,0.0,0.0,468.48725867271423,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p650_k0p533_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.650_k0.650_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p650_k0p650_impl1,gaps_decreasing,64,FSH,24000,0.0,0.6499999999999999,0.6499999999999999,True,1000,0.7,0.45848687027025414,0.0,0.0,470.47623467445374,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p650_k0p650_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.650_k0.767_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p650_k0p767_impl1,gaps_decreasing,64,FSH,24000,0.0,0.6499999999999999,0.7666666666666666,True,1000,0.721,0.44873194711360226,0.0,0.0,478.51585936546326,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p650_k0p767_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.650_k0.883_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p650_k0p883_impl1,gaps_decreasing,64,FSH,24000,0.0,0.6499999999999999,0.8833333333333333,True,1000,0.721,0.44873194711360226,0.0,0.0,477.1016089916229,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p650_k0p883_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.650_k1.000_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p650_k1p000_impl1,gaps_decreasing,64,FSH,24000,0.0,0.6499999999999999,1.0,True,1000,0.721,0.44873194711360226,0.0,0.0,473.81114959716797,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p650_k1p000_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.767_k0.300_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p767_k0p300_impl1,gaps_decreasing,64,FSH,24000,0.0,0.7666666666666666,0.3,True,1000,0.759,0.4279043141896315,0.0,0.0,247.4482614994049,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p767_k0p300_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.767_k0.417_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p767_k0p417_impl1,gaps_decreasing,64,FSH,24000,0.0,0.7666666666666666,0.41666666666666663,True,1000,0.838,0.36863517451796834,0.0,0.0,324.8065152168274,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p767_k0p417_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.767_k0.533_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p767_k0p533_impl1,gaps_decreasing,64,FSH,24000,0.0,0.7666666666666666,0.5333333333333333,True,1000,0.962,0.1912919041480642,0.0,0.0,472.27529764175415,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p767_k0p533_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.767_k0.650_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p767_k0p650_impl1,gaps_decreasing,64,FSH,24000,0.0,0.7666666666666666,0.6499999999999999,True,1000,0.693,0.46148018805140545,0.0,0.0,472.9758598804474,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p767_k0p650_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.767_k0.767_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p767_k0p767_impl1,gaps_decreasing,64,FSH,24000,0.0,0.7666666666666666,0.7666666666666666,True,1000,0.657,0.4749490252401567,0.0,0.0,475.7941942214966,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p767_k0p767_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.767_k0.883_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p767_k0p883_impl1,gaps_decreasing,64,FSH,24000,0.0,0.7666666666666666,0.8833333333333333,True,1000,0.665,0.4722266383824576,0.0,0.0,472.506906747818,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p767_k0p883_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.767_k1.000_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p767_k1p000_impl1,gaps_decreasing,64,FSH,24000,0.0,0.7666666666666666,1.0,True,1000,0.665,0.4722266383824576,0.0,0.0,478.31478810310364,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p767_k1p000_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.883_k0.300_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p883_k0p300_impl1,gaps_decreasing,64,FSH,24000,0.0,0.8833333333333333,0.3,True,1000,0.779,0.41512809027013936,0.0,0.0,241.70178389549255,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p883_k0p300_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.883_k0.417_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p883_k0p417_impl1,gaps_decreasing,64,FSH,24000,0.0,0.8833333333333333,0.41666666666666663,True,1000,0.836,0.37046084980904287,0.0,0.0,320.97898840904236,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p883_k0p417_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.883_k0.533_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p883_k0p533_impl1,gaps_decreasing,64,FSH,24000,0.0,0.8833333333333333,0.5333333333333333,True,1000,0.96,0.1960572325583504,0.0,0.0,468.0236015319824,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p883_k0p533_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.883_k0.650_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p883_k0p650_impl1,gaps_decreasing,64,FSH,24000,0.0,0.8833333333333333,0.6499999999999999,True,1000,0.717,0.45068183246511306,0.0,0.0,474.6223261356354,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p883_k0p650_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.883_k0.767_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p883_k0p767_impl1,gaps_decreasing,64,FSH,24000,0.0,0.8833333333333333,0.7666666666666666,True,1000,0.648,0.47783294604320375,0.0,0.0,471.53537917137146,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p883_k0p767_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.883_k0.883_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p883_k0p883_impl1,gaps_decreasing,64,FSH,24000,0.0,0.8833333333333333,0.8833333333333333,True,1000,0.624,0.4846223879051193,0.0,0.0,483.1068410873413,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p883_k0p883_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.883_k1.000_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p883_k1p000_impl1,gaps_decreasing,64,FSH,24000,0.0,0.8833333333333333,1.0,True,1000,0.623,0.48487741348314817,0.0,0.0,477.23254346847534,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g0p883_k1p000_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g1.000_k0.300_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g1p000_k0p300_impl1,gaps_decreasing,64,FSH,24000,0.0,1.0,0.3,True,1000,0.788,0.408929362143661,0.0,0.0,235.91980481147766,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g1p000_k0p300_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g1.000_k0.417_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g1p000_k0p417_impl1,gaps_decreasing,64,FSH,24000,0.0,1.0,0.41666666666666663,True,1000,0.857,0.3502480173729366,0.0,0.0,317.2106628417969,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g1p000_k0p417_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g1.000_k0.533_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g1p000_k0p533_impl1,gaps_decreasing,64,FSH,24000,0.0,1.0,0.5333333333333333,True,1000,0.955,0.20740785428237435,0.0,0.0,465.30108642578125,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g1p000_k0p533_impl1\per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g1.000_k0.650_impl1,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g1p000_k0p650_impl1,gaps_decreasing,64,FSH,24000,0.0,1.0,0.6499999999999999,True,1000,0.698,0.45935499018407144,0.0,0.0,464.2319097518921,D:\Reinforcement-Learning-Study\Fusing2\log\20260105_052920\gaps_decreasing\K64\FSH\gaps_decreasing_K64_FSH_a0p000_g1p000_k0p650_impl1\per_seed.csv
