config_id,folder,scenario,K,algo,total_budget,alpha,gamma,episode_keep,n_seeds,acc_mean,acc_std,fallback_rate,wall_time_total_sec,per_seed_csv
fusing_bump_K32_FSH_a1.000_g0.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K32/fusing_bump_K32_FSH_a1p000_g0p000_k1p000_impl0,fusing_bump,32,FSH,40000,1.0,0.0,1.0,10,0.9,0.31622776601683794,1.0,6.286626815795898,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K32/fusing_bump_K32_FSH_a1p000_g0p000_k1p000_impl0/per_seed.csv
fusing_bump_K32_FSH_a1.000_g0.500_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K32/fusing_bump_K32_FSH_a1p000_g0p500_k0p000_impl0,fusing_bump,32,FSH,40000,1.0,0.5,0.0,10,0.5,0.5270462766947299,1.0,1.6224031448364258,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K32/fusing_bump_K32_FSH_a1p000_g0p500_k0p000_impl0/per_seed.csv
fusing_bump_K32_FSH_a1.000_g0.500_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K32/fusing_bump_K32_FSH_a1p000_g0p500_k0p500_impl0,fusing_bump,32,FSH,40000,1.0,0.5,0.5,10,1.0,0.0,1.0,7.027822494506836,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K32/fusing_bump_K32_FSH_a1p000_g0p500_k0p500_impl0/per_seed.csv
fusing_bump_K32_FSH_a1.000_g0.500_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K32/fusing_bump_K32_FSH_a1p000_g0p500_k1p000_impl0,fusing_bump,32,FSH,40000,1.0,0.5,1.0,10,0.9,0.31622776601683794,1.0,6.776910066604614,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K32/fusing_bump_K32_FSH_a1p000_g0p500_k1p000_impl0/per_seed.csv
fusing_bump_K32_FSH_a1.000_g1.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K32/fusing_bump_K32_FSH_a1p000_g1p000_k0p000_impl0,fusing_bump,32,FSH,40000,1.0,1.0,0.0,10,0.5,0.5270462766947299,1.0,1.6610794067382812,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K32/fusing_bump_K32_FSH_a1p000_g1p000_k0p000_impl0/per_seed.csv
fusing_bump_K32_FSH_a1.000_g1.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K32/fusing_bump_K32_FSH_a1p000_g1p000_k0p500_impl0,fusing_bump,32,FSH,40000,1.0,1.0,0.5,10,1.0,0.0,1.0,6.6941118240356445,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K32/fusing_bump_K32_FSH_a1p000_g1p000_k0p500_impl0/per_seed.csv
fusing_bump_K32_FSH_a1.000_g1.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K32/fusing_bump_K32_FSH_a1p000_g1p000_k1p000_impl0,fusing_bump,32,FSH,40000,1.0,1.0,1.0,10,0.9,0.31622776601683794,1.0,5.898126840591431,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K32/fusing_bump_K32_FSH_a1p000_g1p000_k1p000_impl0/per_seed.csv
fusing_bump_K64_BASELINE_NO_ELIM_MIX_a0.000,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_BASELINE_NO_ELIM_MIX_a0p000,fusing_bump,64,BASELINE_NO_ELIM_MIX,80000,0.0,,,10,0.5,0.5270462766947299,0.0,8.310392141342163,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_BASELINE_NO_ELIM_MIX_a0p000/per_seed.csv
fusing_bump_K64_BASELINE_NO_ELIM_MIX_a0.500,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_BASELINE_NO_ELIM_MIX_a0p500,fusing_bump,64,BASELINE_NO_ELIM_MIX,80000,0.5,,,10,0.8,0.4216370213557839,0.0,6.4601149559021,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_BASELINE_NO_ELIM_MIX_a0p500/per_seed.csv
fusing_bump_K64_BASELINE_NO_ELIM_MIX_a1.000,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_BASELINE_NO_ELIM_MIX_a1p000,fusing_bump,64,BASELINE_NO_ELIM_MIX,80000,1.0,,,10,0.8,0.42163702135578396,0.0,5.1198999881744385,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_BASELINE_NO_ELIM_MIX_a1p000/per_seed.csv
fusing_bump_K64_FSH_a0.000_g0.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g0p000_k0p000_impl0,fusing_bump,64,FSH,80000,0.0,0.0,0.0,10,0.3,0.4830458915396479,1.0,4.803089141845703,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g0p000_k0p000_impl0/per_seed.csv
fusing_bump_K64_FSH_a0.000_g0.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g0p000_k0p500_impl0,fusing_bump,64,FSH,80000,0.0,0.0,0.5,10,0.3,0.4830458915396479,1.0,6.107758283615112,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g0p000_k0p500_impl0/per_seed.csv
fusing_bump_K64_FSH_a0.000_g0.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g0p000_k1p000_impl0,fusing_bump,64,FSH,80000,0.0,0.0,1.0,10,0.3,0.4830458915396479,1.0,5.167860507965088,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g0p000_k1p000_impl0/per_seed.csv
fusing_bump_K64_FSH_a0.000_g0.500_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g0p500_k0p000_impl0,fusing_bump,64,FSH,80000,0.0,0.5,0.0,10,0.2,0.42163702135578396,1.0,5.224036455154419,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g0p500_k0p000_impl0/per_seed.csv
fusing_bump_K64_FSH_a0.000_g0.500_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g0p500_k0p500_impl0,fusing_bump,64,FSH,80000,0.0,0.5,0.5,10,0.7,0.48304589153964794,1.0,9.332141399383545,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g0p500_k0p500_impl0/per_seed.csv
fusing_bump_K64_FSH_a0.000_g0.500_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g0p500_k1p000_impl0,fusing_bump,64,FSH,80000,0.0,0.5,1.0,10,1.0,0.0,1.0,14.89803695678711,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g0p500_k1p000_impl0/per_seed.csv
fusing_bump_K64_FSH_a0.000_g1.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g1p000_k0p000_impl0,fusing_bump,64,FSH,80000,0.0,1.0,0.0,10,0.3,0.4830458915396479,1.0,5.306166648864746,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g1p000_k0p000_impl0/per_seed.csv
fusing_bump_K64_FSH_a0.000_g1.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g1p000_k0p500_impl0,fusing_bump,64,FSH,80000,0.0,1.0,0.5,10,1.0,0.0,1.0,15.8348069190979,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g1p000_k0p500_impl0/per_seed.csv
fusing_bump_K64_FSH_a0.000_g1.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g1p000_k1p000_impl0,fusing_bump,64,FSH,80000,0.0,1.0,1.0,10,0.6,0.5163977794943223,1.0,18.366477012634277,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p000_g1p000_k1p000_impl0/per_seed.csv
fusing_bump_K64_FSH_a0.500_g0.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g0p000_k0p000_impl0,fusing_bump,64,FSH,80000,0.5,0.0,0.0,10,0.4,0.5163977794943223,1.0,4.466853618621826,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g0p000_k0p000_impl0/per_seed.csv
fusing_bump_K64_FSH_a0.500_g0.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g0p000_k0p500_impl0,fusing_bump,64,FSH,80000,0.5,0.0,0.5,10,0.4,0.5163977794943223,1.0,4.347693920135498,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g0p000_k0p500_impl0/per_seed.csv
fusing_bump_K64_FSH_a0.500_g0.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g0p000_k1p000_impl0,fusing_bump,64,FSH,80000,0.5,0.0,1.0,10,0.4,0.5163977794943223,1.0,4.436408996582031,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g0p000_k1p000_impl0/per_seed.csv
fusing_bump_K64_FSH_a0.500_g0.500_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g0p500_k0p000_impl0,fusing_bump,64,FSH,80000,0.5,0.5,0.0,10,0.5,0.5270462766947299,1.0,3.9847352504730225,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g0p500_k0p000_impl0/per_seed.csv
fusing_bump_K64_FSH_a0.500_g0.500_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g0p500_k0p500_impl0,fusing_bump,64,FSH,80000,0.5,0.5,0.5,10,0.8,0.42163702135578396,1.0,7.908648729324341,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g0p500_k0p500_impl0/per_seed.csv
fusing_bump_K64_FSH_a0.500_g0.500_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g0p500_k1p000_impl0,fusing_bump,64,FSH,80000,0.5,0.5,1.0,10,0.9,0.31622776601683794,1.0,12.069948673248291,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g0p500_k1p000_impl0/per_seed.csv
fusing_bump_K64_FSH_a0.500_g1.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g1p000_k0p000_impl0,fusing_bump,64,FSH,80000,0.5,1.0,0.0,10,0.2,0.42163702135578396,1.0,4.210502624511719,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g1p000_k0p000_impl0/per_seed.csv
fusing_bump_K64_FSH_a0.500_g1.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g1p000_k0p500_impl0,fusing_bump,64,FSH,80000,0.5,1.0,0.5,10,1.0,0.0,1.0,12.30930209159851,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g1p000_k0p500_impl0/per_seed.csv
fusing_bump_K64_FSH_a0.500_g1.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g1p000_k1p000_impl0,fusing_bump,64,FSH,80000,0.5,1.0,1.0,10,0.6,0.5163977794943223,1.0,14.161150932312012,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a0p500_g1p000_k1p000_impl0/per_seed.csv
fusing_bump_K64_FSH_a1.000_g0.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g0p000_k0p000_impl0,fusing_bump,64,FSH,80000,1.0,0.0,0.0,10,0.6,0.5163977794943223,1.0,3.028895378112793,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g0p000_k0p000_impl0/per_seed.csv
fusing_bump_K64_FSH_a1.000_g0.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g0p000_k0p500_impl0,fusing_bump,64,FSH,80000,1.0,0.0,0.5,10,1.0,0.0,1.0,9.54657769203186,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g0p000_k0p500_impl0/per_seed.csv
fusing_bump_K64_FSH_a1.000_g0.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g0p000_k1p000_impl0,fusing_bump,64,FSH,80000,1.0,0.0,1.0,10,0.8,0.42163702135578396,1.0,10.983945608139038,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g0p000_k1p000_impl0/per_seed.csv
fusing_bump_K64_FSH_a1.000_g0.500_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g0p500_k0p000_impl0,fusing_bump,64,FSH,80000,1.0,0.5,0.0,10,0.6,0.5163977794943223,1.0,3.1911122798919678,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g0p500_k0p000_impl0/per_seed.csv
fusing_bump_K64_FSH_a1.000_g0.500_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g0p500_k0p500_impl0,fusing_bump,64,FSH,80000,1.0,0.5,0.5,10,1.0,0.0,1.0,9.557571649551392,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g0p500_k0p500_impl0/per_seed.csv
fusing_bump_K64_FSH_a1.000_g0.500_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g0p500_k1p000_impl0,fusing_bump,64,FSH,80000,1.0,0.5,1.0,10,0.8,0.42163702135578396,1.0,11.3124520778656,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g0p500_k1p000_impl0/per_seed.csv
fusing_bump_K64_FSH_a1.000_g1.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g1p000_k0p000_impl0,fusing_bump,64,FSH,80000,1.0,1.0,0.0,10,0.6,0.5163977794943223,1.0,3.0616838932037354,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g1p000_k0p000_impl0/per_seed.csv
fusing_bump_K64_FSH_a1.000_g1.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g1p000_k0p500_impl0,fusing_bump,64,FSH,80000,1.0,1.0,0.5,10,1.0,0.0,1.0,9.745152711868286,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g1p000_k0p500_impl0/per_seed.csv
fusing_bump_K64_FSH_a1.000_g1.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g1p000_k1p000_impl0,fusing_bump,64,FSH,80000,1.0,1.0,1.0,10,0.8,0.42163702135578396,1.0,10.807410955429077,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/fusing_bump_K64/fusing_bump_K64_FSH_a1p000_g1p000_k1p000_impl0/per_seed.csv
gaps_decreasing_K32_BASELINE_NO_ELIM_MIX_a0.000,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_BASELINE_NO_ELIM_MIX_a0p000,gaps_decreasing,32,BASELINE_NO_ELIM_MIX,40000,0.0,,,10,1.0,0.0,0.0,4.93567419052124,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_BASELINE_NO_ELIM_MIX_a0p000/per_seed.csv
gaps_decreasing_K32_BASELINE_NO_ELIM_MIX_a0.500,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_BASELINE_NO_ELIM_MIX_a0p500,gaps_decreasing,32,BASELINE_NO_ELIM_MIX,40000,0.5,,,10,1.0,0.0,0.0,3.9028513431549072,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_BASELINE_NO_ELIM_MIX_a0p500/per_seed.csv
gaps_decreasing_K32_BASELINE_NO_ELIM_MIX_a1.000,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_BASELINE_NO_ELIM_MIX_a1p000,gaps_decreasing,32,BASELINE_NO_ELIM_MIX,40000,1.0,,,10,1.0,0.0,0.0,2.7693541049957275,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_BASELINE_NO_ELIM_MIX_a1p000/per_seed.csv
gaps_decreasing_K32_FSH_a0.000_g0.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g0p000_k0p000_impl0,gaps_decreasing,32,FSH,40000,0.0,0.0,0.0,10,0.8,0.4216370213557839,1.0,3.138071060180664,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g0p000_k0p000_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a0.000_g0.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g0p000_k0p500_impl0,gaps_decreasing,32,FSH,40000,0.0,0.0,0.5,10,0.8,0.4216370213557839,1.0,3.3434579372406006,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g0p000_k0p500_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a0.000_g0.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g0p000_k1p000_impl0,gaps_decreasing,32,FSH,40000,0.0,0.0,1.0,10,0.8,0.4216370213557839,1.0,3.332134246826172,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g0p000_k1p000_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a0.000_g0.500_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g0p500_k0p000_impl0,gaps_decreasing,32,FSH,40000,0.0,0.5,0.0,10,0.6,0.5163977794943223,1.0,3.3302557468414307,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g0p500_k0p000_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a0.000_g0.500_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g0p500_k0p500_impl0,gaps_decreasing,32,FSH,40000,0.0,0.5,0.5,10,1.0,0.0,1.0,6.392827749252319,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g0p500_k0p500_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a0.000_g0.500_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g0p500_k1p000_impl0,gaps_decreasing,32,FSH,40000,0.0,0.5,1.0,10,1.0,0.0,1.0,8.507715702056885,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g0p500_k1p000_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a0.000_g1.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g1p000_k0p000_impl0,gaps_decreasing,32,FSH,40000,0.0,1.0,0.0,10,0.8,0.4216370213557839,1.0,3.264986991882324,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g1p000_k0p000_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a0.000_g1.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g1p000_k0p500_impl0,gaps_decreasing,32,FSH,40000,0.0,1.0,0.5,10,1.0,0.0,1.0,9.25182032585144,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g1p000_k0p500_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a0.000_g1.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g1p000_k1p000_impl0,gaps_decreasing,32,FSH,40000,0.0,1.0,1.0,10,1.0,0.0,1.0,9.356482744216919,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p000_g1p000_k1p000_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a0.500_g0.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g0p000_k0p000_impl0,gaps_decreasing,32,FSH,40000,0.5,0.0,0.0,10,0.6,0.5163977794943223,1.0,2.413280963897705,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g0p000_k0p000_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a0.500_g0.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g0p000_k0p500_impl0,gaps_decreasing,32,FSH,40000,0.5,0.0,0.5,10,0.6,0.5163977794943223,1.0,2.4803080558776855,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g0p000_k0p500_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a0.500_g0.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g0p000_k1p000_impl0,gaps_decreasing,32,FSH,40000,0.5,0.0,1.0,10,0.6,0.5163977794943223,1.0,2.43866229057312,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g0p000_k1p000_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a0.500_g0.500_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g0p500_k0p000_impl0,gaps_decreasing,32,FSH,40000,0.5,0.5,0.0,10,0.9,0.31622776601683794,1.0,2.4148576259613037,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g0p500_k0p000_impl0/per_seed.csv
