config_id,folder,scenario,K,algo,total_budget,alpha,gamma,episode_keep,n_seeds,acc_mean,acc_std,fallback_rate,wall_time_total_sec,per_seed_csv
gaps_decreasing_K32_FSH_a0.500_g0.500_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g0p500_k0p500_impl0,gaps_decreasing,32,FSH,40000,0.5,0.5,0.5,10,1.0,0.0,1.0,5.346994161605835,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g0p500_k0p500_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a0.500_g0.500_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g0p500_k1p000_impl0,gaps_decreasing,32,FSH,40000,0.5,0.5,1.0,10,1.0,0.0,1.0,7.730972528457642,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g0p500_k1p000_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a0.500_g1.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g1p000_k0p000_impl0,gaps_decreasing,32,FSH,40000,0.5,1.0,0.0,10,1.0,0.0,1.0,2.574258804321289,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g1p000_k0p000_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a0.500_g1.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g1p000_k0p500_impl0,gaps_decreasing,32,FSH,40000,0.5,1.0,0.5,10,1.0,0.0,1.0,7.923153400421143,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g1p000_k0p500_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a0.500_g1.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g1p000_k1p000_impl0,gaps_decreasing,32,FSH,40000,0.5,1.0,1.0,10,1.0,0.0,1.0,8.254488945007324,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a0p500_g1p000_k1p000_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a1.000_g0.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g0p000_k0p000_impl0,gaps_decreasing,32,FSH,40000,1.0,0.0,0.0,10,0.8,0.42163702135578396,1.0,1.7023611068725586,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g0p000_k0p000_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a1.000_g0.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g0p000_k0p500_impl0,gaps_decreasing,32,FSH,40000,1.0,0.0,0.5,10,1.0,0.0,1.0,5.238659143447876,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g0p000_k0p500_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a1.000_g0.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g0p000_k1p000_impl0,gaps_decreasing,32,FSH,40000,1.0,0.0,1.0,10,1.0,0.0,1.0,6.986123561859131,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g0p000_k1p000_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a1.000_g0.500_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g0p500_k0p000_impl0,gaps_decreasing,32,FSH,40000,1.0,0.5,0.0,10,0.8,0.42163702135578396,1.0,1.616412878036499,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g0p500_k0p000_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a1.000_g0.500_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g0p500_k0p500_impl0,gaps_decreasing,32,FSH,40000,1.0,0.5,0.5,10,1.0,0.0,1.0,7.024472713470459,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g0p500_k0p500_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a1.000_g0.500_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g0p500_k1p000_impl0,gaps_decreasing,32,FSH,40000,1.0,0.5,1.0,10,1.0,0.0,1.0,6.775557041168213,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g0p500_k1p000_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a1.000_g1.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g1p000_k0p000_impl0,gaps_decreasing,32,FSH,40000,1.0,1.0,0.0,10,0.8,0.42163702135578396,1.0,1.682821273803711,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g1p000_k0p000_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a1.000_g1.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g1p000_k0p500_impl0,gaps_decreasing,32,FSH,40000,1.0,1.0,0.5,10,1.0,0.0,1.0,5.427001714706421,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g1p000_k0p500_impl0/per_seed.csv
gaps_decreasing_K32_FSH_a1.000_g1.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g1p000_k1p000_impl0,gaps_decreasing,32,FSH,40000,1.0,1.0,1.0,10,1.0,0.0,1.0,5.972923278808594,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K32/gaps_decreasing_K32_FSH_a1p000_g1p000_k1p000_impl0/per_seed.csv
gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a0.000,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a0p000,gaps_decreasing,64,BASELINE_NO_ELIM_MIX,80000,0.0,,,10,0.9,0.31622776601683794,0.0,7.562991619110107,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a0p000/per_seed.csv
gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a0.500,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a0p500,gaps_decreasing,64,BASELINE_NO_ELIM_MIX,80000,0.5,,,10,0.9,0.31622776601683794,0.0,6.024838209152222,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a0p500/per_seed.csv
gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a1.000,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a1p000,gaps_decreasing,64,BASELINE_NO_ELIM_MIX,80000,1.0,,,10,1.0,0.0,0.0,5.638774156570435,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_BASELINE_NO_ELIM_MIX_a1p000/per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g0p000_k0p000_impl0,gaps_decreasing,64,FSH,80000,0.0,0.0,0.0,10,0.4,0.5163977794943223,1.0,4.9039695262908936,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g0p000_k0p000_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g0p000_k0p500_impl0,gaps_decreasing,64,FSH,80000,0.0,0.0,0.5,10,0.4,0.5163977794943223,1.0,5.086136341094971,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g0p000_k0p500_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g0p000_k1p000_impl0,gaps_decreasing,64,FSH,80000,0.0,0.0,1.0,10,0.4,0.5163977794943223,1.0,5.589484691619873,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g0p000_k1p000_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.500_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g0p500_k0p000_impl0,gaps_decreasing,64,FSH,80000,0.0,0.5,0.0,10,0.5,0.5270462766947299,1.0,5.973637580871582,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g0p500_k0p000_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.500_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g0p500_k0p500_impl0,gaps_decreasing,64,FSH,80000,0.0,0.5,0.5,10,0.9,0.31622776601683794,1.0,9.178840160369873,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g0p500_k0p500_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g0.500_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g0p500_k1p000_impl0,gaps_decreasing,64,FSH,80000,0.0,0.5,1.0,10,1.0,0.0,1.0,14.845392227172852,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g0p500_k1p000_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g1.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g1p000_k0p000_impl0,gaps_decreasing,64,FSH,80000,0.0,1.0,0.0,10,0.4,0.5163977794943223,1.0,5.532952785491943,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g1p000_k0p000_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g1.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g1p000_k0p500_impl0,gaps_decreasing,64,FSH,80000,0.0,1.0,0.5,10,1.0,0.0,1.0,14.79518175125122,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g1p000_k0p500_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a0.000_g1.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g1p000_k1p000_impl0,gaps_decreasing,64,FSH,80000,0.0,1.0,1.0,10,1.0,0.0,1.0,18.04698896408081,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p000_g1p000_k1p000_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a0.500_g0.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g0p000_k0p000_impl0,gaps_decreasing,64,FSH,80000,0.5,0.0,0.0,10,0.4,0.5163977794943223,1.0,3.965740203857422,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g0p000_k0p000_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a0.500_g0.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g0p000_k0p500_impl0,gaps_decreasing,64,FSH,80000,0.5,0.0,0.5,10,0.4,0.5163977794943223,1.0,4.400003910064697,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g0p000_k0p500_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a0.500_g0.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g0p000_k1p000_impl0,gaps_decreasing,64,FSH,80000,0.5,0.0,1.0,10,0.4,0.5163977794943223,1.0,4.46301531791687,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g0p000_k1p000_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a0.500_g0.500_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g0p500_k0p000_impl0,gaps_decreasing,64,FSH,80000,0.5,0.5,0.0,10,0.9,0.31622776601683794,1.0,4.263365745544434,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g0p500_k0p000_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a0.500_g0.500_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g0p500_k0p500_impl0,gaps_decreasing,64,FSH,80000,0.5,0.5,0.5,10,1.0,0.0,1.0,8.103240489959717,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g0p500_k0p500_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a0.500_g0.500_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g0p500_k1p000_impl0,gaps_decreasing,64,FSH,80000,0.5,0.5,1.0,10,1.0,0.0,1.0,11.94748067855835,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g0p500_k1p000_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a0.500_g1.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g1p000_k0p000_impl0,gaps_decreasing,64,FSH,80000,0.5,1.0,0.0,10,0.7,0.48304589153964794,1.0,4.628138780593872,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g1p000_k0p000_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a0.500_g1.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g1p000_k0p500_impl0,gaps_decreasing,64,FSH,80000,0.5,1.0,0.5,10,1.0,0.0,1.0,11.769612073898315,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g1p000_k0p500_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a0.500_g1.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g1p000_k1p000_impl0,gaps_decreasing,64,FSH,80000,0.5,1.0,1.0,10,0.9,0.31622776601683794,1.0,13.53416657447815,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a0p500_g1p000_k1p000_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a1.000_g0.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g0p000_k0p000_impl0,gaps_decreasing,64,FSH,80000,1.0,0.0,0.0,10,0.7,0.48304589153964794,1.0,3.0466222763061523,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g0p000_k0p000_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a1.000_g0.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g0p000_k0p500_impl0,gaps_decreasing,64,FSH,80000,1.0,0.0,0.5,10,1.0,0.0,1.0,8.556878089904785,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g0p000_k0p500_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a1.000_g0.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g0p000_k1p000_impl0,gaps_decreasing,64,FSH,80000,1.0,0.0,1.0,10,1.0,0.0,1.0,9.870500802993774,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g0p000_k1p000_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a1.000_g0.500_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g0p500_k0p000_impl0,gaps_decreasing,64,FSH,80000,1.0,0.5,0.0,10,0.7,0.48304589153964794,1.0,3.1670594215393066,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g0p500_k0p000_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a1.000_g0.500_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g0p500_k0p500_impl0,gaps_decreasing,64,FSH,80000,1.0,0.5,0.5,10,1.0,0.0,1.0,9.23850154876709,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g0p500_k0p500_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a1.000_g0.500_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g0p500_k1p000_impl0,gaps_decreasing,64,FSH,80000,1.0,0.5,1.0,10,1.0,0.0,1.0,10.541221618652344,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g0p500_k1p000_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a1.000_g1.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g1p000_k0p000_impl0,gaps_decreasing,64,FSH,80000,1.0,1.0,0.0,10,0.7,0.48304589153964794,1.0,3.0996005535125732,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g1p000_k0p000_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a1.000_g1.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g1p000_k0p500_impl0,gaps_decreasing,64,FSH,80000,1.0,1.0,0.5,10,1.0,0.0,1.0,9.609313488006592,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g1p000_k0p500_impl0/per_seed.csv
gaps_decreasing_K64_FSH_a1.000_g1.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g1p000_k1p000_impl0,gaps_decreasing,64,FSH,80000,1.0,1.0,1.0,10,1.0,0.0,1.0,10.710538148880005,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_decreasing_K64/gaps_decreasing_K64_FSH_a1p000_g1p000_k1p000_impl0/per_seed.csv
gaps_increasing_K32_BASELINE_NO_ELIM_MIX_a0.000,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_BASELINE_NO_ELIM_MIX_a0p000,gaps_increasing,32,BASELINE_NO_ELIM_MIX,40000,0.0,,,10,0.3,0.4830458915396479,0.0,4.832040548324585,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_BASELINE_NO_ELIM_MIX_a0p000/per_seed.csv
gaps_increasing_K32_BASELINE_NO_ELIM_MIX_a0.500,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_BASELINE_NO_ELIM_MIX_a0p500,gaps_increasing,32,BASELINE_NO_ELIM_MIX,40000,0.5,,,10,0.4,0.5163977794943222,0.0,3.987727642059326,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_BASELINE_NO_ELIM_MIX_a0p500/per_seed.csv
gaps_increasing_K32_BASELINE_NO_ELIM_MIX_a1.000,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_BASELINE_NO_ELIM_MIX_a1p000,gaps_increasing,32,BASELINE_NO_ELIM_MIX,40000,1.0,,,10,0.3,0.4830458915396479,0.0,2.854168176651001,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_BASELINE_NO_ELIM_MIX_a1p000/per_seed.csv
gaps_increasing_K32_FSH_a0.000_g0.000_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g0p000_k0p000_impl0,gaps_increasing,32,FSH,40000,0.0,0.0,0.0,10,0.0,0.0,1.0,3.153132200241089,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g0p000_k0p000_impl0/per_seed.csv
gaps_increasing_K32_FSH_a0.000_g0.000_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g0p000_k0p500_impl0,gaps_increasing,32,FSH,40000,0.0,0.0,0.5,10,0.0,0.0,1.0,3.237835645675659,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g0p000_k0p500_impl0/per_seed.csv
gaps_increasing_K32_FSH_a0.000_g0.000_k1.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g0p000_k1p000_impl0,gaps_increasing,32,FSH,40000,0.0,0.0,1.0,10,0.0,0.0,1.0,3.267328977584839,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g0p000_k1p000_impl0/per_seed.csv
gaps_increasing_K32_FSH_a0.000_g0.500_k0.000_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g0p500_k0p000_impl0,gaps_increasing,32,FSH,40000,0.0,0.5,0.0,10,0.0,0.0,1.0,3.3602499961853027,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g0p500_k0p000_impl0/per_seed.csv
gaps_increasing_K32_FSH_a0.000_g0.500_k0.500_impl0,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g0p500_k0p500_impl0,gaps_increasing,32,FSH,40000,0.0,0.5,0.5,10,0.7,0.48304589153964794,1.0,6.382427215576172,/home/dguo294/Reinforcement-Learning-Study/Fusing2/log/20260103_230742/gaps_increasing_K32/gaps_increasing_K32_FSH_a0p000_g0p500_k0p500_impl0/per_seed.csv
