scenario,K,T,c1_req,c2_req,alpha_req,n,acc_sum,spent_sum,spent_sumsq,error_cnt,permute_mu,base_perm_seed,acc_mean,acc_std,acc_sem,acc_ci95,spent_mean,spent_std
unique_best,32,20000,0.0,1.0,0.0,5000,133,100000000.0,2000000000000.0,0,1,77777,0.0266,0.16091127990293283,0.0022756291437754086,0.004460233121799801,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.05,5000,4070,100000000.0,2000000000000.0,0,1,77777,0.814,0.38910666917954523,0.00550279928763534,0.010785486603765266,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.1,5000,4674,100000000.0,2000000000000.0,0,1,77777,0.9348,0.2468784316217195,0.0034913882625683445,0.006843120994633955,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.15000000000000002,5000,4869,100000000.0,2000000000000.0,0,1,77777,0.9738,0.15972964659073155,0.0022589183252167393,0.004427479917424809,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.2,5000,4938,100000000.0,2000000000000.0,0,1,77777,0.9876,0.11066273085370687,0.001565007348225558,0.0030674144025220934,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.25,5000,4970,100000000.0,2000000000000.0,0,1,77777,0.994,0.07722693830523132,0.0010921538353180842,0.002140621517223445,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.30000000000000004,5000,4984,100000000.0,2000000000000.0,0,1,77777,0.9968,0.05647796030311276,0.0007987189743583133,0.0015654891897422941,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.35000000000000003,5000,4993,100000000.0,2000000000000.0,0,1,77777,0.9986,0.03739037309254826,0.0005287797272967179,0.001036408265501567,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.4,5000,4997,100000000.0,2000000000000.0,0,1,77777,0.9994,0.02448754785600316,0.0003463062228721987,0.0006787601968295094,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.45,5000,4995,100000000.0,2000000000000.0,0,1,77777,0.999,0.03160696125855823,0.0004469899327725404,0.0008761002682341792,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.5,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.55,5000,4999,100000000.0,2000000000000.0,0,1,77777,0.9998,0.01414072133945005,0.00019997999899988897,0.0003919607980397824,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.6000000000000001,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.65,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.7000000000000001,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.75,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.8,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.8500000000000001,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.9,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.0,1.0,0.9500000000000001,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.0,1.0,1.0,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.0,5000,4992,100000000.0,2000000000000.0,0,1,77777,0.9984,0.039967987189750316,0.0005652326954449902,0.0011078560830721806,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.05,5000,4410,100000000.0,2000000000000.0,0,1,77777,0.882,0.32260812141048156,0.004562367806304091,0.008942240900356018,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.1,5000,4833,100000000.0,2000000000000.0,0,1,77777,0.9666,0.1796787132634247,0.002541040731668817,0.0049804398340708815,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.15000000000000002,5000,4937,100000000.0,2000000000000.0,0,1,77777,0.9874,0.11154030661603878,0.001577418143676555,0.0030917395616060477,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.2,5000,4978,100000000.0,2000000000000.0,0,1,77777,0.9956,0.06618640343756382,0.000936017093861,0.0018345935039675598,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.25,5000,4988,100000000.0,2000000000000.0,0,1,77777,0.9976,0.04893097178679326,0.000691988439209783,0.0013562973408511746,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.30000000000000004,5000,4994,100000000.0,2000000000000.0,0,1,77777,0.9988,0.03462022530255947,0.0004896039215529179,0.000959623686243719,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.35000000000000003,5000,4999,100000000.0,2000000000000.0,0,1,77777,0.9998,0.01414072133945005,0.00019997999899988897,0.0003919607980397824,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.4,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.45,5000,4998,100000000.0,2000000000000.0,0,1,77777,0.9996,0.01999599959991888,0.0002827861382741226,0.0005542608310172803,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.5,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.55,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.6000000000000001,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.65,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.7000000000000001,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.75,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.8,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.8500000000000001,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.9,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.25,0.75,0.9500000000000001,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.25,0.75,1.0,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.5,0.5,0.0,5000,4992,100000000.0,2000000000000.0,0,1,77777,0.9984,0.039967987189750316,0.0005652326954449902,0.0011078560830721806,20000.0,0.0
unique_best,32,20000,0.5,0.5,0.05,5000,4676,100000000.0,2000000000000.0,0,1,77777,0.9352,0.24617262236081408,0.003481406612276135,0.006823556960061225,20000.0,0.0
unique_best,32,20000,0.5,0.5,0.1,5000,4946,100000000.0,2000000000000.0,0,1,77777,0.9892,0.10336034055671464,0.001461735954268077,0.002865002470365431,20000.0,0.0
unique_best,32,20000,0.5,0.5,0.15000000000000002,5000,4983,100000000.0,2000000000000.0,0,1,77777,0.9966,0.05821030836544296,0.0008232180756032947,0.0016135074281824575,20000.0,0.0
unique_best,32,20000,0.5,0.5,0.2,5000,4996,100000000.0,2000000000000.0,0,1,77777,0.9992,0.02827295527531607,0.00039983996798719927,0.0007836863372549105,20000.0,0.0
unique_best,32,20000,0.5,0.5,0.25,5000,4998,100000000.0,2000000000000.0,0,1,77777,0.9996,0.01999599959991888,0.0002827861382741226,0.0005542608310172803,20000.0,0.0
unique_best,32,20000,0.5,0.5,0.30000000000000004,5000,4999,100000000.0,2000000000000.0,0,1,77777,0.9998,0.01414072133945005,0.00019997999899988897,0.0003919607980397824,20000.0,0.0
unique_best,32,20000,0.5,0.5,0.35000000000000003,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.5,0.5,0.4,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
unique_best,32,20000,0.5,0.5,0.45,5000,4999,100000000.0,2000000000000.0,0,1,77777,0.9998,0.01414072133945005,0.00019997999899988897,0.0003919607980397824,20000.0,0.0
