scenario,K,T,zeta_req,alpha_req,n,acc_mean,acc_std,acc_ci95,spent_mean,spent_std,spent_ci95,clamp_rate,permute_mu,base_perm_seed
uniform_tiny_gap,32,10000,0.0,0.0,5000,0.0266,0.16091127990293283,0.004460233121799801,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.0125,5000,0.0266,0.16091127990293283,0.004460233121799801,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.025,5000,0.0266,0.16091127990293283,0.004460233121799801,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.0375,5000,0.0266,0.16091127990293283,0.004460233121799801,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.05,5000,0.0266,0.16091127990293283,0.004460233121799801,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.0625,5000,0.0284,0.1661127328051646,0.004604410040472069,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.075,5000,0.0284,0.1661127328051646,0.004604410040472069,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.0875,5000,0.0284,0.1661127328051646,0.004604410040472069,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.1,5000,0.0302,0.17113725485702988,0.004743682686183805,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.1125,5000,0.0302,0.17113725485702988,0.004743682686183805,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.125,5000,0.0362,0.18678747281335545,0.005177484595747243,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.1375,5000,0.0362,0.18678747281335545,0.005177484595747243,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.15,5000,0.0362,0.18678747281335545,0.005177484595747243,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.1625,5000,0.0376,0.19022681199031855,0.0052728182138966255,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.175,5000,0.0376,0.19022681199031855,0.0052728182138966255,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.1875,5000,0.0382,0.19167879381924333,0.005313065096834406,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.2,5000,0.0382,0.19167879381924333,0.005313065096834406,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.2125,5000,0.0382,0.19167879381924333,0.005313065096834406,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.225,5000,0.0388,0.19311799501858962,0.005352957718794349,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.2375,5000,0.0388,0.19311799501858962,0.005352957718794349,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.25,5000,0.0638,0.24439631748453167,0.006774320300901043,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.2625,5000,0.0638,0.24439631748453167,0.006774320300901043,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.275,5000,0.0638,0.24439631748453167,0.006774320300901043,10540.0,0.0,0.0,0.0,1,77777
uniform_tiny_gap,32,10000,0.0,0.2875,5000,0.0668,0.24967530915170608,0.006920646484483946,10540.0,0.0,0.0,0.0,1,77777
