config_id,folder,algo,use_paper_dueling,total_budget,alpha,gamma,episode_keep,n_seeds,acc_mean,acc_std,wall_time_total_sec,per_seed_csv
FSH_duel0_g0.550000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p550000_k0p500000,FSH,0,5000,0.8,0.55,0.5,10000,0.9646,0.18479787613903526,1542.428554058075,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p550000_k0p500000\per_seed.csv
FSH_duel0_g0.600000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p600000_k0p500000,FSH,0,5000,0.8,0.6,0.5,10000,0.9641,0.18605013159132888,1541.0567984580994,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p600000_k0p500000\per_seed.csv
FSH_duel0_g0.600000_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p600000_k0p600000,FSH,0,5000,0.8,0.6,0.6,10000,0.9641,0.18605013159132888,1551.4490594863892,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p600000_k0p600000\per_seed.csv
FSH_duel0_g0.650000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p650000_k0p500000,FSH,0,5000,0.8,0.65,0.5,10000,0.9767,0.15086214216493216,1545.129578590393,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p650000_k0p500000\per_seed.csv
FSH_duel0_g0.650000_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p650000_k0p600000,FSH,0,5000,0.8,0.65,0.6,10000,0.9767,0.15086214216493216,1542.7308087348938,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p650000_k0p600000\per_seed.csv
FSH_duel0_g0.707107_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p707107_k0p500000,FSH,0,5000,0.8,0.7071067811865475,0.5,10000,0.9786,0.14472088451030507,1551.9413313865662,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p707107_k0p500000\per_seed.csv
FSH_duel0_g0.707107_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p707107_k0p600000,FSH,0,5000,0.8,0.7071067811865475,0.6,10000,0.9786,0.14472088451030507,1504.8527164459229,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p707107_k0p600000\per_seed.csv
FSH_duel0_g0.707107_k0.707107,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p707107_k0p707107,FSH,0,5000,0.8,0.7071067811865475,0.7071067811865475,10000,0.9786,0.14472088451030507,1505.7827305793762,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p707107_k0p707107\per_seed.csv
FSH_duel0_g0.750000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p750000_k0p500000,FSH,0,5000,0.8,0.75,0.5,10000,0.9786,0.14472088451030507,1511.544392824173,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p750000_k0p500000\per_seed.csv
FSH_duel0_g0.750000_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p750000_k0p600000,FSH,0,5000,0.8,0.75,0.6,10000,0.9786,0.14472088451030507,1504.3886218070984,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p750000_k0p600000\per_seed.csv
FSH_duel0_g0.750000_k0.707107,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p750000_k0p707107,FSH,0,5000,0.8,0.75,0.7071067811865475,10000,0.9786,0.14472088451030507,1513.9017777442932,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p750000_k0p707107\per_seed.csv
FSH_duel0_g0.750000_k0.750000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p750000_k0p750000,FSH,0,5000,0.8,0.75,0.75,10000,0.9786,0.14472088451030507,1507.9052650928497,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p750000_k0p750000\per_seed.csv
FSH_duel0_g0.800000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p800000_k0p500000,FSH,0,5000,0.8,0.8,0.5,10000,0.9977,0.047905526757878875,1509.7100784778595,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p800000_k0p500000\per_seed.csv
FSH_duel0_g0.800000_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p800000_k0p600000,FSH,0,5000,0.8,0.8,0.6,10000,0.9977,0.047905526757878875,1515.9072942733765,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p800000_k0p600000\per_seed.csv
FSH_duel0_g0.800000_k0.707107,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p800000_k0p707107,FSH,0,5000,0.8,0.8,0.7071067811865475,10000,0.9977,0.047905526757878875,1510.2695152759552,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p800000_k0p707107\per_seed.csv
FSH_duel0_g0.800000_k0.750000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p800000_k0p750000,FSH,0,5000,0.8,0.8,0.75,10000,0.9977,0.047905526757878875,1510.5450463294983,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p800000_k0p750000\per_seed.csv
FSH_duel0_g0.850000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p850000_k0p500000,FSH,0,5000,0.8,0.85,0.5,10000,0.9981,0.043549737748533095,1514.6079049110413,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p850000_k0p500000\per_seed.csv
FSH_duel0_g0.850000_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p850000_k0p600000,FSH,0,5000,0.8,0.85,0.6,10000,0.9981,0.043549737748533095,1506.564153432846,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p850000_k0p600000\per_seed.csv
FSH_duel0_g0.850000_k0.707107,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p850000_k0p707107,FSH,0,5000,0.8,0.85,0.7071067811865475,10000,0.9981,0.043549737748533095,1512.6140604019165,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p850000_k0p707107\per_seed.csv
FSH_duel0_g0.850000_k0.750000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p850000_k0p750000,FSH,0,5000,0.8,0.85,0.75,10000,0.9981,0.043549737748533095,1514.3877346515656,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p850000_k0p750000\per_seed.csv
FSH_duel0_g0.900000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p900000_k0p500000,FSH,0,5000,0.8,0.9,0.5,10000,0.9997,0.017318775765029423,1510.4248886108398,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p900000_k0p500000\per_seed.csv
FSH_duel0_g0.900000_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p900000_k0p600000,FSH,0,5000,0.8,0.9,0.6,10000,0.9997,0.017318775765029423,1091.8108484745026,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_154405\FSH_duel0_g0p900000_k0p600000\per_seed.csv
