scenario,K,T,c1_req,c2_req,alpha_req,n,acc_sum,spent_sum,spent_sumsq,error_cnt,permute_mu,base_perm_seed,acc_mean,acc_std,acc_sem,acc_ci95,spent_mean,spent_std
random,32,20000,0.0,1.0,0.0,5000,133,100000000.0,2000000000000.0,0,1,77777,0.0266,0.16091127990293283,0.0022756291437754086,0.004460233121799801,20000.0,0.0
random,32,20000,0.0,1.0,0.05,5000,4035,100000000.0,2000000000000.0,0,1,77777,0.807,0.3946530121511807,0.005581236422155936,0.010939223387425635,20000.0,0.0
random,32,20000,0.0,1.0,0.1,5000,4734,100000000.0,2000000000000.0,0,1,77777,0.9468,0.22443208326796776,0.003173948959892078,0.006220939961388472,20000.0,0.0
random,32,20000,0.0,1.0,0.15000000000000002,5000,4920,100000000.0,2000000000000.0,0,1,77777,0.984,0.12547509713086505,0.0017744858410255076,0.003477992248409995,20000.0,0.0
random,32,20000,0.0,1.0,0.2,5000,4978,100000000.0,2000000000000.0,0,1,77777,0.9956,0.06618640343756382,0.000936017093861,0.0018345935039675598,20000.0,0.0
random,32,20000,0.0,1.0,0.25,5000,4991,100000000.0,2000000000000.0,0,1,77777,0.9982,0.042388205906832434,0.0005994597567810576,0.0011749411232908728,20000.0,0.0
random,32,20000,0.0,1.0,0.30000000000000004,5000,4997,100000000.0,2000000000000.0,0,1,77777,0.9994,0.02448754785600316,0.0003463062228721987,0.0006787601968295094,20000.0,0.0
random,32,20000,0.0,1.0,0.35000000000000003,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
random,32,20000,0.0,1.0,0.4,5000,4998,100000000.0,2000000000000.0,0,1,77777,0.9996,0.01999599959991888,0.0002827861382741226,0.0005542608310172803,20000.0,0.0
random,32,20000,0.0,1.0,0.45,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
random,32,20000,0.0,1.0,0.5,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
random,32,20000,0.0,1.0,0.55,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
random,32,20000,0.0,1.0,0.6000000000000001,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
random,32,20000,0.0,1.0,0.65,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
random,32,20000,0.0,1.0,0.7000000000000001,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
random,32,20000,0.0,1.0,0.75,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
random,32,20000,0.0,1.0,0.8,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
random,32,20000,0.0,1.0,0.8500000000000001,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
random,32,20000,0.0,1.0,0.9,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
random,32,20000,0.0,1.0,0.9500000000000001,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
random,32,20000,0.0,1.0,1.0,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
random,32,20000,0.25,0.75,0.0,5000,4927,100000000.0,2000000000000.0,0,1,77777,0.9854,0.1199451541330451,0.0016962806371588366,0.00332471004883132,20000.0,0.0
random,32,20000,0.25,0.75,0.05,5000,4508,100000000.0,2000000000000.0,0,1,77777,0.9016,0.29785472969217736,0.004212301983476494,0.008256111887613927,20000.0,0.0
random,32,20000,0.25,0.75,0.1,5000,4905,100000000.0,2000000000000.0,0,1,77777,0.981,0.1365247230357931,0.0019307511491644912,0.0037842722523624027,20000.0,0.0
random,32,20000,0.25,0.75,0.15000000000000002,5000,4979,100000000.0,2000000000000.0,0,1,77777,0.9958,0.06467116822819874,0.0009145884320283066,0.001792593326775481,20000.0,0.0
random,32,20000,0.25,0.75,0.2,5000,4994,100000000.0,2000000000000.0,0,1,77777,0.9988,0.03462022530255947,0.0004896039215529179,0.000959623686243719,20000.0,0.0
random,32,20000,0.25,0.75,0.25,5000,5000,100000000.0,2000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,20000.0,0.0
