seed,env_seed,algo_seed,perm,best_arm,final_arm,correct,wall_time_sec,spent_budget,duels,rewards,rounds_executed,seed_md
242,12587,68132,"6,5,9,0,2,7,4,3,11,1,15,13,14,10,12,8",3,3,1,1.1469779014587402,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_242.md
243,12588,68133,"0,6,12,9,4,13,8,3,14,5,1,15,7,2,11,10",0,0,1,1.2650980949401855,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_243.md
244,12589,68134,"14,7,1,10,11,0,5,2,6,13,15,4,9,3,8,12",5,5,1,1.1331937313079834,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_244.md
245,12590,68135,"10,2,15,12,4,6,5,0,8,11,3,1,13,7,9,14",7,7,1,1.1793255805969238,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_245.md
246,12591,68136,"14,11,1,10,8,5,0,13,4,9,15,2,12,7,6,3",6,6,1,1.2243266105651855,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_246.md
247,12592,68137,"5,11,14,13,12,1,10,8,15,9,4,2,3,6,0,7",14,14,1,1.1200597286224365,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_247.md
248,12593,68138,"3,2,14,8,9,11,13,1,0,15,5,6,7,4,10,12",8,8,1,1.2418968677520752,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_248.md
249,12594,68139,"14,2,3,0,13,6,12,4,8,15,9,11,7,1,5,10",3,3,1,1.1940996646881104,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_249.md
250,12595,68140,"10,3,6,11,9,12,2,0,7,4,14,8,15,13,5,1",7,7,1,1.2240376472473145,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_250.md
251,12596,68141,"1,9,6,2,10,15,14,4,5,11,12,8,13,0,7,3",13,13,1,0.9890778064727783,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_251.md
252,12597,68142,"11,13,3,2,9,15,8,14,12,7,1,10,0,4,6,5",12,12,1,1.1604177951812744,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_252.md
253,12598,68143,"14,15,12,0,10,4,11,3,13,9,5,1,7,6,8,2",3,3,1,1.1470589637756348,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_253.md
254,12599,68144,"10,15,13,3,8,12,7,11,1,5,0,6,2,9,14,4",10,10,1,1.2577619552612305,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_254.md
255,12600,68145,"0,10,7,14,11,15,13,6,9,8,4,3,12,2,1,5",0,0,1,1.2617030143737793,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_255.md
256,12601,68146,"5,11,15,3,10,4,12,7,14,9,2,13,0,1,8,6",12,12,1,1.226383924484253,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_256.md
257,12602,68147,"9,10,6,8,0,4,3,5,14,15,7,12,13,11,2,1",4,4,1,1.21592378616333,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_257.md
258,12603,68148,"14,3,11,0,10,8,6,5,7,15,12,9,13,1,2,4",3,3,1,1.1680567264556885,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_258.md
259,12604,68149,"2,10,9,14,8,4,11,6,1,15,12,3,0,5,7,13",12,12,1,1.1312665939331055,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_259.md
260,12605,68150,"12,0,2,10,7,3,8,1,5,13,6,11,14,4,15,9",1,1,1,1.274031639099121,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_260.md
261,12606,68151,"2,13,11,1,0,4,6,10,12,3,14,7,15,9,8,5",4,4,1,1.2382616996765137,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_261.md
262,12607,68152,"8,12,11,0,13,14,1,9,6,3,7,4,2,10,15,5",3,3,1,1.207204818725586,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_262.md
263,12608,68153,"11,14,8,13,6,2,10,5,9,0,12,3,15,7,4,1",9,9,1,1.231306552886963,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_263.md
264,12609,68154,"3,4,7,1,8,0,13,2,6,10,11,12,9,14,15,5",5,5,1,1.106942892074585,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_264.md
265,12610,68155,"11,10,13,2,6,12,3,15,1,0,9,4,14,8,7,5",9,9,1,1.218820333480835,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_265.md
266,12611,68156,"6,5,8,10,9,3,14,7,0,4,11,15,2,1,13,12",8,8,1,1.2051122188568115,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_266.md
267,12612,68157,"11,13,9,10,7,2,1,12,0,5,8,15,4,3,6,14",8,8,1,1.192434549331665,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_267.md
268,12613,68158,"3,13,8,4,5,7,0,11,1,15,2,14,6,9,12,10",6,6,1,1.123351812362671,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_268.md
269,12614,68159,"13,2,10,3,6,0,9,8,12,4,11,7,1,15,14,5",5,5,1,1.163719892501831,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_269.md
270,12615,68160,"9,13,8,7,2,15,1,0,11,3,5,4,6,12,10,14",7,7,1,1.1865830421447754,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_270.md
271,12616,68161,"15,11,6,5,2,12,4,7,0,10,14,9,13,1,8,3",8,8,1,1.2272417545318604,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_271.md
272,12617,68162,"0,4,10,5,11,15,2,8,7,9,14,13,6,1,3,12",0,0,1,1.2917506694793701,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_272.md
273,12618,68163,"10,13,8,14,5,6,15,3,9,12,11,2,7,4,0,1",14,14,1,1.0800678730010986,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_273.md
274,12619,68164,"4,8,13,6,1,12,2,0,9,3,7,11,14,15,5,10",7,7,1,1.154247760772705,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_274.md
275,12620,68165,"4,8,9,7,13,14,3,12,10,11,2,6,5,0,1,15",13,13,1,1.2204461097717285,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_275.md
276,12621,68166,"5,1,10,8,13,15,3,12,7,2,14,6,4,11,9,0",15,15,1,1.243424654006958,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_276.md
277,12622,68167,"14,4,8,12,0,15,7,9,2,11,3,10,13,5,1,6",4,4,1,1.0373027324676514,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_277.md
278,12623,68168,"14,0,12,6,11,4,13,9,3,10,15,7,5,1,8,2",1,1,1,1.1083967685699463,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_278.md
279,12624,68169,"11,4,2,3,8,10,0,6,9,13,14,15,5,12,7,1",6,6,1,1.223336935043335,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_279.md
280,12625,68170,"4,14,5,11,2,10,15,1,12,7,0,13,6,9,3,8",10,10,1,1.1652557849884033,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_280.md
281,12626,68171,"1,5,15,4,7,9,8,0,11,12,14,6,2,10,3,13",7,7,1,1.0336987972259521,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_281.md
282,12627,68172,"0,1,6,2,12,3,13,11,8,4,15,5,14,10,7,9",0,0,1,1.175708532333374,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_282.md
283,12628,68173,"6,8,0,9,4,1,11,5,15,3,14,13,2,10,7,12",2,2,1,1.1965610980987549,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_283.md
284,12629,68174,"10,14,3,9,13,0,6,7,15,4,2,5,1,11,12,8",5,5,1,1.1818926334381104,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_284.md
285,12630,68175,"9,2,13,5,11,0,12,6,4,3,10,8,14,1,15,7",5,5,1,1.2143704891204834,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_285.md
286,12631,68176,"14,9,2,7,6,0,3,4,10,1,11,13,12,5,8,15",5,5,1,1.121849536895752,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_286.md
287,12632,68177,"8,4,7,13,10,6,2,15,1,11,0,14,3,12,9,5",10,10,1,1.141256332397461,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_287.md
288,12633,68178,"1,6,8,10,2,0,3,12,5,7,13,14,4,11,9,15",5,5,1,1.154555082321167,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_288.md
289,12634,68179,"12,11,15,8,3,14,4,2,1,7,6,0,5,10,9,13",11,11,1,1.2744719982147217,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_289.md
290,12635,68180,"2,10,15,6,8,11,1,0,14,12,13,4,3,9,7,5",7,7,1,1.2204844951629639,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_290.md
291,12636,68181,"12,8,7,4,2,5,11,9,6,0,1,15,13,3,10,14",9,9,1,1.2125484943389893,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_291.md
292,12637,68182,"8,14,3,9,6,15,13,12,11,1,10,5,4,0,7,2",13,13,1,1.1325767040252686,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_292.md
293,12638,68183,"14,5,3,2,6,13,4,11,12,7,9,10,8,15,0,1",14,14,1,1.2167513370513916,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_293.md
294,12639,68184,"12,1,3,9,15,0,4,7,8,10,11,13,2,14,5,6",5,5,1,1.1788697242736816,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_294.md
295,12640,68185,"14,2,3,9,5,7,15,10,11,0,1,6,4,12,13,8",9,9,1,1.1335058212280273,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_295.md
296,12641,68186,"0,9,6,4,11,7,2,8,14,12,3,10,1,13,15,5",0,0,1,1.113861322402954,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_296.md
297,12642,68187,"1,13,10,2,14,9,0,8,3,4,11,15,7,6,5,12",6,6,1,1.3085126876831055,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_297.md
298,12643,68188,"2,5,10,3,9,13,14,12,6,15,8,1,0,4,11,7",12,12,1,1.2098362445831299,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_298.md
299,12644,68189,"13,10,7,0,14,2,11,1,3,9,5,15,12,8,6,4",3,3,1,1.2071702480316162,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_299.md
300,12645,68190,"8,4,15,9,13,2,12,10,1,3,11,0,14,5,6,7",11,11,1,1.2080397605895996,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_300.md
301,12646,68191,"2,1,14,11,4,10,9,0,12,6,5,13,3,15,8,7",7,7,1,1.1383013725280762,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_301.md
302,12647,68192,"15,14,5,11,10,8,2,7,1,3,13,4,12,9,6,0",15,15,1,1.1935665607452393,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_302.md
303,12648,68193,"14,0,12,4,5,9,8,6,13,1,15,2,7,10,3,11",1,1,1,1.101485252380371,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_303.md
304,12649,68194,"3,4,12,11,5,2,8,14,10,15,7,0,13,1,6,9",11,11,1,1.1370294094085693,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_304.md
305,12650,68195,"2,7,15,10,11,14,5,4,9,3,6,1,13,12,0,8",14,14,1,1.179516315460205,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_305.md
306,12651,68196,"2,7,5,12,15,0,1,11,6,4,8,10,14,13,9,3",5,5,1,1.2057406902313232,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_306.md
307,12652,68197,"15,1,4,11,13,3,12,8,0,2,5,9,7,6,14,10",8,8,1,1.1838080883026123,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_307.md
308,12653,68198,"1,15,4,12,2,13,10,3,8,11,14,6,7,5,9,0",15,15,1,1.1777267456054688,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_308.md
309,12654,68199,"3,12,1,11,10,7,6,4,9,8,0,13,15,2,5,14",10,10,1,1.0635550022125244,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_309.md
310,12655,68200,"11,4,7,2,5,10,6,9,8,13,1,14,3,12,0,15",14,14,1,1.2087938785552979,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_310.md
311,12656,68201,"9,3,13,15,10,11,5,7,0,1,12,4,6,8,2,14",8,8,1,1.2071917057037354,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_311.md
312,12657,68202,"7,13,8,11,6,14,0,12,10,4,15,1,3,5,2,9",6,6,1,1.268087387084961,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_312.md
313,12658,68203,"1,2,10,5,12,4,8,9,3,7,0,6,11,13,14,15",10,10,1,1.236598014831543,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_313.md
314,12659,68204,"4,15,9,14,3,13,2,8,11,0,5,6,1,10,7,12",9,9,1,1.1019964218139648,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_314.md
315,12660,68205,"13,8,10,3,7,4,15,11,6,14,12,5,2,0,1,9",13,13,1,1.1567978858947754,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_315.md
316,12661,68206,"13,11,12,7,4,2,6,0,10,3,9,5,1,14,15,8",7,7,1,1.2727794647216797,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_316.md
317,12662,68207,"6,7,8,11,13,0,1,3,10,14,9,5,15,4,12,2",5,5,1,1.2406835556030273,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_317.md
318,12663,68208,"15,0,4,14,9,1,6,8,5,7,12,13,11,3,10,2",1,1,1,1.2145795822143555,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_318.md
319,12664,68209,"6,13,0,2,4,7,15,10,9,11,5,14,3,8,1,12",2,2,1,1.1228785514831543,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_319.md
320,12665,68210,"0,8,7,10,12,2,14,5,4,11,15,9,6,3,13,1",0,0,1,1.2091267108917236,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_320.md
321,12666,68211,"5,13,11,7,6,9,15,12,4,3,0,14,8,10,1,2",10,10,1,1.1986010074615479,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_321.md
322,12667,68212,"2,15,6,11,4,14,7,3,9,10,13,0,5,1,8,12",11,11,1,1.2478938102722168,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_322.md
323,12668,68213,"8,9,4,3,5,13,0,2,1,10,12,6,15,11,14,7",6,6,1,1.1426312923431396,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_323.md
324,12669,68214,"4,11,1,12,5,14,9,13,6,0,8,3,10,15,2,7",9,9,1,0.9567415714263916,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_324.md
325,12670,68215,"9,4,8,3,7,14,15,6,5,12,0,2,11,13,10,1",10,10,1,1.0979914665222168,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_325.md
326,12671,68216,"12,9,6,14,1,2,3,7,0,13,4,15,10,8,5,11",8,8,1,1.1785058975219727,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_326.md
327,12672,68217,"4,10,11,15,13,5,6,2,9,7,14,12,1,8,3,0",15,15,1,1.1806581020355225,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_327.md
328,12673,68218,"6,14,9,8,11,2,1,13,4,10,3,5,15,7,0,12",14,14,1,1.094574213027954,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_328.md
329,12674,68219,"12,13,9,1,11,14,2,0,5,15,10,3,6,4,8,7",7,7,1,1.138890027999878,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_329.md
330,12675,68220,"3,8,4,13,12,10,5,11,1,15,9,7,14,6,0,2",14,14,1,1.1876118183135986,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_330.md
331,12676,68221,"0,15,1,14,2,6,8,3,9,7,5,10,11,4,12,13",0,0,1,1.1558735370635986,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_331.md
332,12677,68222,"4,5,6,0,3,8,9,13,2,11,12,14,10,15,7,1",3,3,1,1.1504302024841309,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_332.md
333,12678,68223,"1,7,8,6,0,13,14,4,11,2,12,10,15,5,3,9",4,4,1,1.2347183227539062,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_333.md
334,12679,68224,"13,12,4,3,0,1,8,15,7,14,11,6,5,2,9,10",4,4,1,1.187528371810913,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_334.md
335,12680,68225,"11,10,12,2,3,0,13,4,7,9,5,8,15,14,1,6",5,5,1,1.1602156162261963,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_335.md
336,12681,68226,"8,6,13,4,1,11,3,12,14,15,5,10,2,0,9,7",13,13,1,1.184389352798462,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_336.md
337,12682,68227,"12,15,13,11,3,10,2,4,7,6,8,1,0,9,14,5",12,12,1,1.1843132972717285,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_337.md
338,12683,68228,"0,6,9,12,13,14,1,5,8,7,3,4,10,15,11,2",0,0,1,1.1865458488464355,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_338.md
339,12684,68229,"6,10,0,11,5,1,4,12,2,9,15,7,3,13,14,8",2,2,1,1.137998104095459,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_339.md
340,12685,68230,"10,14,12,3,0,15,1,11,5,4,13,7,2,8,6,9",4,4,1,1.1993310451507568,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_340.md
341,12686,68231,"4,7,0,2,1,10,5,14,3,12,6,13,11,9,15,8",2,2,1,1.2418503761291504,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_341.md
342,12687,68232,"3,0,8,4,12,15,1,5,13,6,7,2,14,10,11,9",1,1,1,1.0452439785003662,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_342.md
343,12688,68233,"10,0,2,3,13,8,1,9,11,5,14,12,7,4,6,15",1,1,1,1.177736520767212,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_343.md
344,12689,68234,"4,7,0,11,2,9,8,6,12,15,5,14,10,3,13,1",2,2,1,1.244337797164917,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_344.md
345,12690,68235,"10,6,11,4,9,14,15,8,5,1,12,0,3,7,2,13",11,11,1,1.2196354866027832,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_345.md
346,12691,68236,"4,0,12,13,11,8,14,1,9,6,15,2,10,3,5,7",1,1,1,1.2275018692016602,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_346.md
347,12692,68237,"14,10,8,0,11,12,7,13,4,5,9,3,15,2,6,1",3,3,1,1.2679858207702637,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_347.md
348,12693,68238,"10,9,8,3,11,13,4,6,0,1,14,5,15,2,7,12",8,8,1,1.2410187721252441,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_348.md
349,12694,68239,"5,0,14,4,13,15,12,7,11,1,2,10,3,8,6,9",1,1,1,1.175757884979248,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_349.md
350,12695,68240,"14,10,2,9,6,3,1,15,13,7,5,11,4,12,8,0",15,15,1,1.200530767440796,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_350.md
351,12696,68241,"11,14,10,7,12,0,8,4,6,2,13,9,15,5,1,3",5,5,1,1.211172342300415,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel1\md\seed_351.md
