scenario,K,T,zeta_req,alpha_req,n,acc_mean,acc_std,acc_ci95,spent_mean,spent_std,spent_ci95,clamp_rate,permute_mu,base_perm_seed
gaps_decreasing_tiny,32,20000,0.0,0.0,5000,0.0266,0.16091127990293283,0.004460233121799801,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.0125,5000,0.0266,0.16091127990293283,0.004460233121799801,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.025,5000,0.0266,0.16091127990293283,0.004460233121799801,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.0375,5000,0.0274,0.16324594941376033,0.004524946859002876,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.05,5000,0.0274,0.16324594941376033,0.004524946859002876,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.0625,5000,0.032,0.176,0.004878471104762228,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.075,5000,0.032,0.176,0.004878471104762228,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.0875,5000,0.032,0.176,0.004878471104762228,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.1,5000,0.0332,0.17915847733222115,0.004966019629763861,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.1125,5000,0.0332,0.17915847733222115,0.004966019629763861,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.125,5000,0.0384,0.19215993338883108,0.00532640160528663,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.1375,5000,0.0384,0.19215993338883108,0.00532640160528663,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.15,5000,0.0384,0.19215993338883108,0.00532640160528663,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.1625,5000,0.0406,0.19736169841182458,0.00547058717550502,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.175,5000,0.0406,0.19736169841182458,0.00547058717550502,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.1875,5000,0.0438,0.20464984730021177,0.005672604355955031,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.2,5000,0.0438,0.20464984730021177,0.005672604355955031,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.2125,5000,0.0438,0.20464984730021177,0.005672604355955031,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.225,5000,0.045,0.2073041244162788,0.005746177163993466,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.2375,5000,0.045,0.2073041244162788,0.005746177163993466,20550.0,0.0,0.0,0.0,1,77777
gaps_decreasing_tiny,32,20000,0.0,0.25,5000,0.0792,0.27005066191364907,0.007485422448679833,20550.0,0.0,0.0,0.0,1,77777
