scenario,K,T,c1_req,c2_req,alpha_req,n,acc_sum,spent_sum,spent_sumsq,error_cnt,permute_mu,base_perm_seed,acc_mean,acc_std,acc_sem,acc_ci95,spent_mean,spent_std
uniform_gap,32,40000,0.0,1.0,0.0,5000,133,200000000.0,8000000000000.0,0,1,77777,0.0266,0.16091127990293283,0.0022756291437754086,0.004460233121799801,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.05,5000,4238,200000000.0,8000000000000.0,0,1,77777,0.8476,0.35940818020740706,0.005082799228771484,0.009962286488392109,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.1,5000,4719,200000000.0,8000000000000.0,0,1,77777,0.9438,0.23030753352854097,0.0032570403743275894,0.006383799133682075,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.15000000000000002,5000,4872,200000000.0,8000000000000.0,0,1,77777,0.9744,0.15793872229443912,0.002233590830926737,0.004377838028616404,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.2,5000,4927,200000000.0,8000000000000.0,0,1,77777,0.9854,0.1199451541330451,0.0016962806371588366,0.00332471004883132,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.25,5000,4970,200000000.0,8000000000000.0,0,1,77777,0.994,0.07722693830523132,0.0010921538353180842,0.002140621517223445,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.30000000000000004,5000,4984,200000000.0,8000000000000.0,0,1,77777,0.9968,0.05647796030311276,0.0007987189743583133,0.0015654891897422941,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.35000000000000003,5000,4998,200000000.0,8000000000000.0,0,1,77777,0.9996,0.01999599959991888,0.0002827861382741226,0.0005542608310172803,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.4,5000,4999,200000000.0,8000000000000.0,0,1,77777,0.9998,0.01414072133945005,0.00019997999899988897,0.0003919607980397824,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.45,5000,4996,200000000.0,8000000000000.0,0,1,77777,0.9992,0.02827295527531607,0.00039983996798719927,0.0007836863372549105,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.5,5000,5000,200000000.0,8000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.55,5000,5000,200000000.0,8000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.6000000000000001,5000,5000,200000000.0,8000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.65,5000,5000,200000000.0,8000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.7000000000000001,5000,5000,200000000.0,8000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.75,5000,5000,200000000.0,8000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.8,5000,5000,200000000.0,8000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.8500000000000001,5000,5000,200000000.0,8000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.9,5000,5000,200000000.0,8000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,0.9500000000000001,5000,5000,200000000.0,8000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,40000.0,0.0
uniform_gap,32,40000,0.0,1.0,1.0,5000,5000,200000000.0,8000000000000.0,0,1,77777,1.0,0.0,0.0,0.0,40000.0,0.0
uniform_gap,32,40000,0.25,0.75,0.0,5000,4973,200000000.0,8000000000000.0,0,1,77777,0.9946,0.0732860150369766,0.0010364207639757088,0.0020313846973923893,40000.0,0.0
uniform_gap,32,40000,0.25,0.75,0.05,5000,4600,200000000.0,8000000000000.0,0,1,77777,0.92,0.27129319932501067,0.0038366652186501747,0.007519863828554342,40000.0,0.0
uniform_gap,32,40000,0.25,0.75,0.1,5000,4914,200000000.0,8000000000000.0,0,1,77777,0.9828,0.13001599901550576,0.001838703891332152,0.0036038596270110182,40000.0,0.0
uniform_gap,32,40000,0.25,0.75,0.15000000000000002,5000,4968,200000000.0,8000000000000.0,0,1,77777,0.9936,0.07974358908401327,0.0011277446519491867,0.0022103795178204056,40000.0,0.0
uniform_gap,32,40000,0.25,0.75,0.2,5000,4988,200000000.0,8000000000000.0,0,1,77777,0.9976,0.04893097178679326,0.000691988439209783,0.0013562973408511746,40000.0,0.0
