config_id,folder,algo,use_paper_dueling,total_budget,alpha,gamma,episode_keep,n_seeds,acc_mean,acc_std,wall_time_total_sec,per_seed_csv
FSH_duel0_g0.550000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p550000_k0p500000,FSH,0,2000,0.2,0.55,0.5,1000,0.871,0.3353676661091132,81.16111278533936,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p550000_k0p500000\per_seed.csv
FSH_duel0_g0.600000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p600000_k0p500000,FSH,0,2000,0.2,0.6,0.5,1000,0.88,0.3251241389157446,81.01536107063293,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p600000_k0p500000\per_seed.csv
FSH_duel0_g0.600000_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p600000_k0p600000,FSH,0,2000,0.2,0.6,0.6,1000,0.88,0.3251241389157446,81.52949643135071,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p600000_k0p600000\per_seed.csv
FSH_duel0_g0.650000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p650000_k0p500000,FSH,0,2000,0.2,0.65,0.5,1000,0.862,0.3450725649411622,81.61732530593872,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p650000_k0p500000\per_seed.csv
FSH_duel0_g0.650000_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p650000_k0p600000,FSH,0,2000,0.2,0.65,0.6,1000,0.862,0.3450725649411622,81.0631456375122,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p650000_k0p600000\per_seed.csv
FSH_duel0_g0.707107_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p707107_k0p500000,FSH,0,2000,0.2,0.7071067811865475,0.5,1000,0.857,0.35024801737293665,82.29495787620544,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p707107_k0p500000\per_seed.csv
FSH_duel0_g0.707107_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p707107_k0p600000,FSH,0,2000,0.2,0.7071067811865475,0.6,1000,0.857,0.35024801737293665,87.33307933807373,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p707107_k0p600000\per_seed.csv
FSH_duel0_g0.707107_k0.707107,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p707107_k0p707107,FSH,0,2000,0.2,0.7071067811865475,0.7071067811865475,1000,0.857,0.35024801737293665,86.88982009887695,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p707107_k0p707107\per_seed.csv
FSH_duel0_g0.750000_k0.500000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p750000_k0p500000,FSH,0,2000,0.2,0.75,0.5,1000,0.857,0.35024801737293665,87.307932138443,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p750000_k0p500000\per_seed.csv
FSH_duel0_g0.750000_k0.600000,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p750000_k0p600000,FSH,0,2000,0.2,0.75,0.6,1000,0.857,0.35024801737293665,88.3348548412323,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\FSH_duel0_g0p750000_k0p600000\per_seed.csv
