seed,env_seed,algo_seed,perm,best_arm,final_arm,correct,wall_time_sec,spent_budget,duels,rewards,rounds_executed,seed_md
0,12345,67890,"12,8,9,6,11,5,0,13,15,2,4,14,1,7,10,3",6,6,1,1.5593485832214355,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_000.md
1,12346,67891,"12,11,10,6,8,13,1,4,14,2,9,3,7,0,5,15",13,13,1,1.5899581909179688,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_001.md
2,12347,67892,"3,13,2,7,0,11,14,1,15,12,10,4,5,6,9,8",4,4,1,1.457815170288086,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_002.md
3,12348,67893,"11,14,9,3,4,8,7,10,15,0,6,5,1,2,13,12",9,9,1,1.4279942512512207,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_003.md
4,12349,67894,"12,15,14,9,0,4,6,10,1,3,5,13,11,8,2,7",4,4,1,1.41180419921875,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_004.md
5,12350,67895,"14,3,0,12,9,7,13,6,1,2,5,11,15,4,10,8",2,2,1,1.399366855621338,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_005.md
6,12351,67896,"14,7,8,4,13,12,2,0,1,3,5,11,9,15,6,10",7,7,1,1.4746928215026855,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_006.md
7,12352,67897,"11,0,8,15,9,4,6,13,14,1,7,2,3,10,5,12",1,1,1,1.561201810836792,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_007.md
8,12353,67898,"6,0,4,10,11,14,1,2,8,13,9,5,15,7,3,12",1,1,1,1.3030540943145752,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_008.md
9,12354,67899,"8,4,1,13,9,12,3,10,6,14,0,5,15,7,11,2",10,10,1,1.3303353786468506,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_009.md
10,12355,67900,"2,6,1,3,15,10,14,12,7,4,11,8,0,5,13,9",12,12,1,1.391442060470581,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_010.md
11,12356,67901,"2,4,15,0,5,3,12,6,10,14,11,8,13,7,1,9",3,3,1,1.3616232872009277,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_011.md
12,12357,67902,"12,10,13,5,2,14,0,8,7,4,1,9,15,6,11,3",6,6,1,1.5004851818084717,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_012.md
13,12358,67903,"0,7,11,10,2,3,14,13,4,12,15,8,1,5,6,9",0,0,1,1.7042796611785889,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_013.md
14,12359,67904,"15,8,6,2,0,3,14,12,7,4,13,9,10,1,5,11",4,4,1,1.391552448272705,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_014.md
15,12360,67905,"7,10,2,0,8,6,3,4,13,15,11,14,12,5,9,1",3,3,1,1.3116331100463867,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_015.md
16,12361,67906,"12,7,1,9,13,3,6,11,0,5,2,14,10,8,15,4",8,8,1,1.3665900230407715,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_016.md
17,12362,67907,"5,12,11,15,0,7,3,1,8,14,4,10,9,2,6,13",4,4,1,1.3737518787384033,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_017.md
18,12363,67908,"10,4,5,0,11,7,13,8,3,2,9,6,15,1,12,14",3,3,1,1.3528704643249512,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_018.md
19,12364,67909,"10,2,1,8,7,14,4,12,5,13,0,9,15,3,6,11",10,10,1,1.3064963817596436,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_019.md
20,12365,67910,"15,6,3,14,0,11,9,10,1,13,2,7,8,4,5,12",4,4,1,1.251023769378662,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_020.md
21,12366,67911,"10,9,7,2,11,3,5,6,12,15,0,14,4,8,1,13",10,10,1,1.3874146938323975,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_021.md
22,12367,67912,"3,10,7,14,2,9,12,4,1,13,0,15,8,11,5,6",10,10,1,1.3331704139709473,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_022.md
23,12368,67913,"0,14,6,4,11,12,10,15,2,9,7,3,5,13,1,8",0,0,1,1.3161144256591797,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_023.md
24,12369,67914,"4,10,5,8,9,13,12,6,11,15,0,14,1,2,7,3",10,10,1,1.2828569412231445,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_024.md
25,12370,67915,"9,2,8,14,7,0,4,10,11,6,1,12,15,13,5,3",5,5,1,1.2465829849243164,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_025.md
26,12371,67916,"0,7,4,9,15,14,11,3,10,2,6,13,5,8,12,1",0,0,1,1.2780303955078125,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_026.md
27,12372,67917,"13,6,11,10,5,8,1,9,0,15,12,4,7,3,14,2",8,8,1,1.333033561706543,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_027.md
28,12373,67918,"4,9,12,8,1,11,15,13,2,6,5,10,0,7,14,3",12,12,1,1.3304927349090576,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_028.md
29,12374,67919,"7,0,13,14,1,5,3,10,6,15,8,9,11,12,4,2",1,1,1,1.3563239574432373,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_029.md
30,12375,67920,"4,7,6,12,8,9,15,3,2,13,1,11,5,14,10,0",15,15,1,1.3145618438720703,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_030.md
31,12376,67921,"11,6,15,12,10,14,4,3,1,8,13,9,2,0,7,5",13,13,1,1.4333436489105225,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_031.md
32,12377,67922,"2,5,13,6,4,3,11,10,12,1,14,15,0,9,7,8",12,12,1,1.27762770652771,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_032.md
33,12378,67923,"5,12,4,3,0,13,8,6,2,14,11,9,10,7,15,1",4,4,1,1.2729921340942383,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_033.md
34,12379,67924,"4,11,12,10,13,8,14,6,2,1,5,0,3,9,15,7",11,11,1,1.4518821239471436,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_034.md
35,12380,67925,"11,9,15,5,10,0,6,1,2,3,14,4,13,8,12,7",5,5,1,1.3870742321014404,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_035.md
36,12381,67926,"0,13,6,7,2,15,4,5,14,9,1,10,12,11,8,3",0,0,1,1.3058626651763916,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_036.md
37,12382,67927,"10,15,7,1,2,11,0,5,6,4,13,8,12,9,14,3",6,6,1,1.2789201736450195,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_037.md
38,12383,67928,"9,5,1,14,4,2,10,6,8,3,0,7,12,11,15,13",10,10,1,1.3788230419158936,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_038.md
39,12384,67929,"11,12,2,3,9,0,13,6,10,4,8,7,14,15,1,5",5,5,1,1.2315795421600342,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_039.md
40,12385,67930,"1,10,0,13,5,8,7,3,2,4,12,15,14,9,6,11",2,2,1,1.2769670486450195,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_040.md
41,12386,67931,"4,5,9,7,1,11,3,2,10,12,8,14,13,6,15,0",15,15,1,1.2690074443817139,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_041.md
42,12387,67932,"6,2,14,0,7,5,10,11,13,1,4,9,3,12,8,15",3,3,1,1.306462287902832,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_042.md
43,12388,67933,"2,4,7,3,9,8,5,11,13,6,1,0,12,14,15,10",11,11,1,1.324599266052246,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_043.md
44,12389,67934,"14,5,4,12,11,13,2,9,1,7,3,8,10,15,0,6",14,14,1,1.305649995803833,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_044.md
45,12390,67935,"0,8,14,11,13,6,9,10,7,1,5,3,4,2,15,12",0,0,1,1.2539074420928955,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_045.md
46,12391,67936,"11,8,9,12,2,1,10,4,15,7,3,13,0,14,5,6",12,12,1,1.2182302474975586,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_046.md
47,12392,67937,"14,12,0,3,8,10,9,6,5,7,15,2,4,13,1,11",2,2,1,1.200136423110962,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_047.md
48,12393,67938,"5,1,12,0,10,7,6,13,14,2,8,9,11,3,4,15",3,3,1,1.2570557594299316,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_048.md
49,12394,67939,"5,4,3,8,14,12,6,7,9,1,11,2,13,0,15,10",13,13,1,1.2906744480133057,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_049.md
50,12395,67940,"15,13,3,10,11,8,5,12,14,2,0,7,1,9,6,4",10,10,1,1.237919807434082,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_050.md
51,12396,67941,"6,13,2,7,10,9,1,8,12,3,14,5,0,11,4,15",12,12,1,1.1868784427642822,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_051.md
52,12397,67942,"5,3,7,8,2,6,13,11,0,15,10,4,14,1,12,9",8,8,1,1.296426773071289,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_052.md
53,12398,67943,"2,9,11,10,4,15,1,12,0,14,8,13,3,6,7,5",8,8,1,1.2570445537567139,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_053.md
54,12399,67944,"14,5,9,7,11,10,15,0,3,12,1,8,4,13,6,2",7,7,1,1.1618480682373047,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_054.md
55,12400,67945,"4,12,6,14,0,15,2,7,10,1,5,13,8,9,3,11",4,4,1,1.3106424808502197,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_055.md
56,12401,67946,"0,15,9,10,2,8,13,3,6,5,1,11,4,7,12,14",0,0,1,1.2796416282653809,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_056.md
57,12402,67947,"12,3,6,8,5,2,1,0,9,11,7,13,14,4,10,15",7,7,1,1.328249454498291,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_057.md
58,12403,67948,"7,8,5,15,0,1,2,6,11,4,10,12,14,13,3,9",4,4,1,1.4987995624542236,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_058.md
59,12404,67949,"11,5,15,6,0,14,9,10,1,2,3,7,12,8,13,4",4,4,1,1.2256762981414795,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_059.md
60,12405,67950,"2,3,13,10,6,7,12,11,8,14,5,1,4,15,0,9",14,14,1,1.277160882949829,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_060.md
61,12406,67951,"10,13,5,1,15,0,8,9,4,11,7,6,2,12,14,3",5,5,1,1.3599228858947754,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_061.md
62,12407,67952,"0,10,5,2,15,12,1,3,6,7,4,11,14,13,9,8",0,0,1,1.1199955940246582,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_062.md
63,12408,67953,"10,3,8,1,9,4,7,11,6,13,15,14,0,12,2,5",12,12,1,1.186432123184204,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_063.md
64,12409,67954,"3,2,0,14,11,13,10,7,6,8,4,5,12,15,9,1",2,2,1,1.2667129039764404,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_064.md
65,12410,67955,"12,2,0,6,8,13,4,5,10,11,7,9,15,1,3,14",2,2,1,1.1366956233978271,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_065.md
66,12411,67956,"9,11,5,12,3,6,2,14,0,10,15,4,8,1,7,13",8,8,1,1.238248586654663,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_066.md
67,12412,67957,"10,1,4,7,13,6,9,8,0,11,3,2,5,14,15,12",8,8,1,1.3556208610534668,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_067.md
68,12413,67958,"14,0,15,13,1,6,4,12,7,9,3,2,5,11,10,8",1,1,1,1.1297399997711182,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_068.md
69,12414,67959,"10,8,4,3,9,14,0,5,1,13,11,15,2,6,12,7",6,6,1,1.2354376316070557,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_069.md
70,12415,67960,"10,1,13,6,14,7,9,2,11,5,15,4,0,8,3,12",12,12,1,1.224205493927002,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_070.md
71,12416,67961,"15,7,6,3,11,9,2,12,14,10,5,8,1,4,0,13",14,14,1,1.1267149448394775,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_071.md
72,12417,67962,"8,14,12,13,0,5,10,4,1,11,7,6,15,9,3,2",4,4,1,1.2686665058135986,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_072.md
73,12418,67963,"6,1,11,3,14,9,10,4,5,7,2,13,12,15,8,0",15,15,1,1.2342190742492676,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_073.md
74,12419,67964,"7,15,0,10,14,13,11,4,3,9,12,1,8,2,5,6",2,2,1,1.2773542404174805,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_074.md
75,12420,67965,"5,6,2,14,8,0,9,13,15,10,7,4,3,12,1,11",5,5,1,1.2259180545806885,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_075.md
76,12421,67966,"7,10,15,1,4,5,11,8,14,12,0,2,9,3,13,6",10,10,1,1.0899627208709717,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_076.md
77,12422,67967,"2,6,9,7,4,3,15,5,8,0,13,1,11,10,14,12",9,9,1,1.2082583904266357,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_077.md
78,12423,67968,"4,3,1,5,0,9,7,15,6,8,11,14,13,2,10,12",4,4,1,1.1447110176086426,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_078.md
79,12424,67969,"12,0,3,8,2,4,11,5,1,10,15,14,13,6,9,7",1,1,1,1.2276513576507568,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_079.md
80,12425,67970,"9,0,15,8,1,7,3,2,13,4,12,5,11,6,14,10",1,1,1,1.2791469097137451,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_080.md
81,12426,67971,"13,0,3,4,15,12,7,11,2,5,6,1,9,8,10,14",1,1,1,1.3030421733856201,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_081.md
82,12427,67972,"7,15,6,14,0,11,13,10,1,2,8,9,12,3,5,4",4,4,1,1.2292532920837402,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_082.md
83,12428,67973,"0,13,14,1,11,2,7,3,4,10,8,6,9,5,15,12",0,0,1,1.075467586517334,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_083.md
84,12429,67974,"13,6,7,11,12,5,10,14,9,15,3,8,1,2,4,0",15,15,1,1.1480319499969482,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_084.md
85,12430,67975,"9,14,6,1,3,11,5,13,10,8,4,0,15,2,7,12",11,11,1,1.2578494548797607,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_085.md
86,12431,67976,"10,8,12,4,1,11,14,2,13,3,15,5,0,7,6,9",12,12,1,1.1532034873962402,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_086.md
87,12432,67977,"9,10,3,8,14,4,13,12,2,0,7,1,5,11,15,6",9,9,1,1.287092685699463,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_087.md
88,12433,67978,"14,5,13,7,8,15,10,3,9,4,2,6,1,12,0,11",14,14,1,1.192002534866333,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_088.md
89,12434,67979,"12,8,11,5,1,2,6,4,13,7,14,0,10,9,3,15",11,11,1,1.2650070190429688,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_089.md
90,12435,67980,"11,0,15,8,9,5,4,1,6,13,2,10,14,7,3,12",1,1,1,1.1610841751098633,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_090.md
91,12436,67981,"4,6,9,3,11,1,0,14,15,13,5,8,12,2,10,7",6,6,1,1.158487319946289,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_091.md
92,12437,67982,"9,8,10,1,0,7,3,4,2,15,12,14,6,13,11,5",4,4,1,1.0950746536254883,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_092.md
93,12438,67983,"9,6,5,2,0,14,12,8,15,4,11,13,10,7,1,3",4,4,1,1.2096669673919678,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_093.md
94,12439,67984,"6,5,3,1,12,10,4,14,0,11,15,2,9,7,8,13",8,8,1,1.194319725036621,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_094.md
95,12440,67985,"15,13,2,12,4,11,6,9,1,14,0,5,8,7,10,3",10,10,1,1.1287646293640137,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_095.md
96,12441,67986,"6,1,11,8,15,10,12,2,14,4,13,5,7,3,0,9",14,14,1,1.2557775974273682,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_096.md
97,12442,67987,"4,12,14,11,13,0,2,6,15,8,3,5,10,7,9,1",5,5,1,1.1078927516937256,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_097.md
98,12443,67988,"7,14,2,13,12,3,10,9,15,8,4,5,11,1,6,0",15,15,1,1.280184030532837,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_098.md
99,12444,67989,"9,10,12,15,8,2,7,14,13,5,4,6,0,3,11,1",12,12,1,1.1962230205535889,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_099.md
100,12445,67990,"10,11,1,3,7,14,6,0,15,8,4,9,5,2,13,12",7,7,1,1.1392254829406738,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_100.md
101,12446,67991,"2,4,1,8,6,15,0,7,11,9,10,14,3,13,5,12",6,6,1,1.0614447593688965,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_101.md
102,12447,67992,"11,5,1,6,12,13,8,2,3,7,10,9,4,0,15,14",13,13,1,1.1947875022888184,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_102.md
103,12448,67993,"9,10,3,5,12,1,14,15,4,13,8,6,2,0,11,7",13,13,1,1.2475464344024658,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_103.md
104,12449,67994,"9,12,6,15,2,14,5,1,0,8,4,13,3,10,7,11",8,8,1,1.2238106727600098,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_104.md
105,12450,67995,"4,13,12,10,11,15,2,5,6,7,0,3,8,1,14,9",10,10,1,1.1717689037322998,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_105.md
106,12451,67996,"13,5,14,11,3,9,12,8,6,2,1,4,10,0,15,7",13,13,1,1.290177345275879,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_106.md
107,12452,67997,"15,12,6,7,9,5,13,8,0,4,2,3,11,1,14,10",8,8,1,1.15348219871521,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_107.md
108,12453,67998,"14,2,1,15,11,10,0,9,3,12,8,7,13,4,6,5",6,6,1,1.1162683963775635,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_108.md
109,12454,67999,"6,8,12,7,9,4,1,14,15,11,5,2,3,0,13,10",13,13,1,1.2651913166046143,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_109.md
