seed,env_seed,algo_seed,perm,best_arm,final_arm,correct,wall_time_sec,spent_budget,duels,rewards,rounds_executed,seed_md
251,12596,68141,"1,9,6,2,10,15,14,4,5,11,12,8,13,0,7,3",13,13,1,1.2535731792449951,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_251.md
252,12597,68142,"11,13,3,2,9,15,8,14,12,7,1,10,0,4,6,5",12,12,1,1.1783802509307861,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_252.md
253,12598,68143,"14,15,12,0,10,4,11,3,13,9,5,1,7,6,8,2",3,3,1,1.0553088188171387,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_253.md
254,12599,68144,"10,15,13,3,8,12,7,11,1,5,0,6,2,9,14,4",10,10,1,1.148662805557251,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_254.md
255,12600,68145,"0,10,7,14,11,15,13,6,9,8,4,3,12,2,1,5",0,0,1,1.2313508987426758,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_255.md
256,12601,68146,"5,11,15,3,10,4,12,7,14,9,2,13,0,1,8,6",12,12,1,1.156803846359253,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_256.md
257,12602,68147,"9,10,6,8,0,4,3,5,14,15,7,12,13,11,2,1",4,4,1,1.1009840965270996,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_257.md
258,12603,68148,"14,3,11,0,10,8,6,5,7,15,12,9,13,1,2,4",3,3,1,1.0670042037963867,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_258.md
259,12604,68149,"2,10,9,14,8,4,11,6,1,15,12,3,0,5,7,13",12,12,1,1.0546033382415771,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_259.md
260,12605,68150,"12,0,2,10,7,3,8,1,5,13,6,11,14,4,15,9",1,1,1,1.1894311904907227,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_260.md
261,12606,68151,"2,13,11,1,0,4,6,10,12,3,14,7,15,9,8,5",4,4,1,1.2513983249664307,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_261.md
262,12607,68152,"8,12,11,0,13,14,1,9,6,3,7,4,2,10,15,5",3,3,1,1.190333604812622,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_262.md
263,12608,68153,"11,14,8,13,6,2,10,5,9,0,12,3,15,7,4,1",9,9,1,1.1561219692230225,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_263.md
264,12609,68154,"3,4,7,1,8,0,13,2,6,10,11,12,9,14,15,5",5,5,1,1.199841022491455,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_264.md
265,12610,68155,"11,10,13,2,6,12,3,15,1,0,9,4,14,8,7,5",9,9,1,1.269775152206421,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_265.md
266,12611,68156,"6,5,8,10,9,3,14,7,0,4,11,15,2,1,13,12",8,8,1,1.1349952220916748,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_266.md
267,12612,68157,"11,13,9,10,7,2,1,12,0,5,8,15,4,3,6,14",8,8,1,1.1779024600982666,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_267.md
268,12613,68158,"3,13,8,4,5,7,0,11,1,15,2,14,6,9,12,10",6,6,1,1.2183802127838135,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_268.md
269,12614,68159,"13,2,10,3,6,0,9,8,12,4,11,7,1,15,14,5",5,5,1,1.2075541019439697,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_269.md
270,12615,68160,"9,13,8,7,2,15,1,0,11,3,5,4,6,12,10,14",7,7,1,1.2741189002990723,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_270.md
271,12616,68161,"15,11,6,5,2,12,4,7,0,10,14,9,13,1,8,3",8,8,1,1.2019860744476318,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_271.md
272,12617,68162,"0,4,10,5,11,15,2,8,7,9,14,13,6,1,3,12",0,0,1,1.1052188873291016,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_272.md
273,12618,68163,"10,13,8,14,5,6,15,3,9,12,11,2,7,4,0,1",14,14,1,1.2327289581298828,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_273.md
274,12619,68164,"4,8,13,6,1,12,2,0,9,3,7,11,14,15,5,10",7,7,1,1.1076607704162598,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_274.md
275,12620,68165,"4,8,9,7,13,14,3,12,10,11,2,6,5,0,1,15",13,13,1,1.2291138172149658,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_275.md
276,12621,68166,"5,1,10,8,13,15,3,12,7,2,14,6,4,11,9,0",15,15,1,1.2845451831817627,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_276.md
277,12622,68167,"14,4,8,12,0,15,7,9,2,11,3,10,13,5,1,6",4,4,1,1.1933112144470215,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_277.md
278,12623,68168,"14,0,12,6,11,4,13,9,3,10,15,7,5,1,8,2",1,1,1,1.1646697521209717,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_278.md
279,12624,68169,"11,4,2,3,8,10,0,6,9,13,14,15,5,12,7,1",6,6,1,1.160261631011963,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_279.md
280,12625,68170,"4,14,5,11,2,10,15,1,12,7,0,13,6,9,3,8",10,10,1,1.2600374221801758,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_280.md
281,12626,68171,"1,5,15,4,7,9,8,0,11,12,14,6,2,10,3,13",7,7,1,1.0686266422271729,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_281.md
282,12627,68172,"0,1,6,2,12,3,13,11,8,4,15,5,14,10,7,9",0,0,1,1.2615082263946533,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_282.md
283,12628,68173,"6,8,0,9,4,1,11,5,15,3,14,13,2,10,7,12",2,2,1,1.2348594665527344,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_283.md
284,12629,68174,"10,14,3,9,13,0,6,7,15,4,2,5,1,11,12,8",5,5,1,1.2257599830627441,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_284.md
285,12630,68175,"9,2,13,5,11,0,12,6,4,3,10,8,14,1,15,7",5,5,1,1.300048589706421,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_285.md
286,12631,68176,"14,9,2,7,6,0,3,4,10,1,11,13,12,5,8,15",5,5,1,1.295104742050171,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_286.md
287,12632,68177,"8,4,7,13,10,6,2,15,1,11,0,14,3,12,9,5",10,10,1,1.174323558807373,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_287.md
288,12633,68178,"1,6,8,10,2,0,3,12,5,7,13,14,4,11,9,15",5,5,1,1.1054959297180176,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_288.md
289,12634,68179,"12,11,15,8,3,14,4,2,1,7,6,0,5,10,9,13",11,11,1,1.1732923984527588,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_289.md
290,12635,68180,"2,10,15,6,8,11,1,0,14,12,13,4,3,9,7,5",7,7,1,1.1797218322753906,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_290.md
291,12636,68181,"12,8,7,4,2,5,11,9,6,0,1,15,13,3,10,14",9,9,1,1.2358975410461426,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_291.md
292,12637,68182,"8,14,3,9,6,15,13,12,11,1,10,5,4,0,7,2",13,13,1,1.1613376140594482,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_292.md
293,12638,68183,"14,5,3,2,6,13,4,11,12,7,9,10,8,15,0,1",14,14,1,1.1933331489562988,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_293.md
294,12639,68184,"12,1,3,9,15,0,4,7,8,10,11,13,2,14,5,6",5,5,1,1.141768455505371,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_294.md
295,12640,68185,"14,2,3,9,5,7,15,10,11,0,1,6,4,12,13,8",9,9,1,1.1697368621826172,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_295.md
296,12641,68186,"0,9,6,4,11,7,2,8,14,12,3,10,1,13,15,5",0,0,1,1.1479253768920898,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_296.md
297,12642,68187,"1,13,10,2,14,9,0,8,3,4,11,15,7,6,5,12",6,6,1,1.230672836303711,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_297.md
298,12643,68188,"2,5,10,3,9,13,14,12,6,15,8,1,0,4,11,7",12,12,1,1.2928276062011719,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_298.md
299,12644,68189,"13,10,7,0,14,2,11,1,3,9,5,15,12,8,6,4",3,3,1,1.2966344356536865,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_299.md
300,12645,68190,"8,4,15,9,13,2,12,10,1,3,11,0,14,5,6,7",11,11,1,1.265688180923462,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_300.md
301,12646,68191,"2,1,14,11,4,10,9,0,12,6,5,13,3,15,8,7",7,7,1,1.2684645652770996,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_301.md
302,12647,68192,"15,14,5,11,10,8,2,7,1,3,13,4,12,9,6,0",15,15,1,1.2228143215179443,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_302.md
303,12648,68193,"14,0,12,4,5,9,8,6,13,1,15,2,7,10,3,11",1,1,1,1.1589090824127197,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_303.md
304,12649,68194,"3,4,12,11,5,2,8,14,10,15,7,0,13,1,6,9",11,11,1,1.1400701999664307,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_304.md
305,12650,68195,"2,7,15,10,11,14,5,4,9,3,6,1,13,12,0,8",14,14,1,1.0936472415924072,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_305.md
306,12651,68196,"2,7,5,12,15,0,1,11,6,4,8,10,14,13,9,3",5,5,1,1.223569631576538,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_306.md
307,12652,68197,"15,1,4,11,13,3,12,8,0,2,5,9,7,6,14,10",8,8,1,1.064828872680664,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_307.md
308,12653,68198,"1,15,4,12,2,13,10,3,8,11,14,6,7,5,9,0",15,15,1,1.1825649738311768,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_308.md
309,12654,68199,"3,12,1,11,10,7,6,4,9,8,0,13,15,2,5,14",10,10,1,1.1315677165985107,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_309.md
310,12655,68200,"11,4,7,2,5,10,6,9,8,13,1,14,3,12,0,15",14,14,1,1.1780827045440674,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_310.md
311,12656,68201,"9,3,13,15,10,11,5,7,0,1,12,4,6,8,2,14",8,8,1,1.0870928764343262,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_311.md
312,12657,68202,"7,13,8,11,6,14,0,12,10,4,15,1,3,5,2,9",6,6,1,1.0658724308013916,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_312.md
313,12658,68203,"1,2,10,5,12,4,8,9,3,7,0,6,11,13,14,15",10,10,1,1.1992032527923584,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_313.md
314,12659,68204,"4,15,9,14,3,13,2,8,11,0,5,6,1,10,7,12",9,9,1,1.1926372051239014,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_314.md
315,12660,68205,"13,8,10,3,7,4,15,11,6,14,12,5,2,0,1,9",13,13,1,1.21602463722229,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_315.md
316,12661,68206,"13,11,12,7,4,2,6,0,10,3,9,5,1,14,15,8",7,7,1,1.2834103107452393,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_316.md
317,12662,68207,"6,7,8,11,13,0,1,3,10,14,9,5,15,4,12,2",5,5,1,1.1516904830932617,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_317.md
318,12663,68208,"15,0,4,14,9,1,6,8,5,7,12,13,11,3,10,2",1,1,1,1.0277462005615234,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_318.md
319,12664,68209,"6,13,0,2,4,7,15,10,9,11,5,14,3,8,1,12",2,2,1,1.0142488479614258,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_319.md
320,12665,68210,"0,8,7,10,12,2,14,5,4,11,15,9,6,3,13,1",0,0,1,1.1289820671081543,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_320.md
321,12666,68211,"5,13,11,7,6,9,15,12,4,3,0,14,8,10,1,2",10,10,1,1.1226279735565186,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_321.md
322,12667,68212,"2,15,6,11,4,14,7,3,9,10,13,0,5,1,8,12",11,11,1,1.2340059280395508,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_322.md
323,12668,68213,"8,9,4,3,5,13,0,2,1,10,12,6,15,11,14,7",6,6,1,1.2144436836242676,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_323.md
324,12669,68214,"4,11,1,12,5,14,9,13,6,0,8,3,10,15,2,7",9,9,1,1.3249971866607666,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_324.md
325,12670,68215,"9,4,8,3,7,14,15,6,5,12,0,2,11,13,10,1",10,10,1,1.2323148250579834,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_325.md
326,12671,68216,"12,9,6,14,1,2,3,7,0,13,4,15,10,8,5,11",8,8,1,1.119424819946289,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_326.md
327,12672,68217,"4,10,11,15,13,5,6,2,9,7,14,12,1,8,3,0",15,15,1,1.186889886856079,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_327.md
328,12673,68218,"6,14,9,8,11,2,1,13,4,10,3,5,15,7,0,12",14,14,1,1.1929726600646973,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_328.md
329,12674,68219,"12,13,9,1,11,14,2,0,5,15,10,3,6,4,8,7",7,7,1,1.224170446395874,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_329.md
330,12675,68220,"3,8,4,13,12,10,5,11,1,15,9,7,14,6,0,2",14,14,1,1.1972692012786865,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_330.md
331,12676,68221,"0,15,1,14,2,6,8,3,9,7,5,10,11,4,12,13",0,0,1,1.2128932476043701,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_331.md
332,12677,68222,"4,5,6,0,3,8,9,13,2,11,12,14,10,15,7,1",3,3,1,1.2531483173370361,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_332.md
333,12678,68223,"1,7,8,6,0,13,14,4,11,2,12,10,15,5,3,9",4,4,1,1.1870956420898438,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_333.md
334,12679,68224,"13,12,4,3,0,1,8,15,7,14,11,6,5,2,9,10",4,4,1,1.0934360027313232,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_334.md
335,12680,68225,"11,10,12,2,3,0,13,4,7,9,5,8,15,14,1,6",5,5,1,1.1448590755462646,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_335.md
336,12681,68226,"8,6,13,4,1,11,3,12,14,15,5,10,2,0,9,7",13,13,1,1.1809115409851074,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_336.md
337,12682,68227,"12,15,13,11,3,10,2,4,7,6,8,1,0,9,14,5",12,12,1,1.1940085887908936,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_337.md
338,12683,68228,"0,6,9,12,13,14,1,5,8,7,3,4,10,15,11,2",0,0,1,1.2602880001068115,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_338.md
339,12684,68229,"6,10,0,11,5,1,4,12,2,9,15,7,3,13,14,8",2,2,1,1.2330408096313477,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_339.md
340,12685,68230,"10,14,12,3,0,15,1,11,5,4,13,7,2,8,6,9",4,4,1,1.1918134689331055,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_340.md
341,12686,68231,"4,7,0,2,1,10,5,14,3,12,6,13,11,9,15,8",2,2,1,1.0914361476898193,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_341.md
342,12687,68232,"3,0,8,4,12,15,1,5,13,6,7,2,14,10,11,9",1,1,1,1.155064582824707,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_342.md
343,12688,68233,"10,0,2,3,13,8,1,9,11,5,14,12,7,4,6,15",1,1,1,1.1382148265838623,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_343.md
344,12689,68234,"4,7,0,11,2,9,8,6,12,15,5,14,10,3,13,1",2,2,1,1.1859996318817139,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_344.md
345,12690,68235,"10,6,11,4,9,14,15,8,5,1,12,0,3,7,2,13",11,11,1,1.137218952178955,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_345.md
346,12691,68236,"4,0,12,13,11,8,14,1,9,6,15,2,10,3,5,7",1,1,1,1.2055091857910156,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_346.md
347,12692,68237,"14,10,8,0,11,12,7,13,4,5,9,3,15,2,6,1",3,3,1,1.0766007900238037,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_347.md
348,12693,68238,"10,9,8,3,11,13,4,6,0,1,14,5,15,2,7,12",8,8,1,1.1728382110595703,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_348.md
349,12694,68239,"5,0,14,4,13,15,12,7,11,1,2,10,3,8,6,9",1,1,1,1.162287950515747,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_349.md
350,12695,68240,"14,10,2,9,6,3,1,15,13,7,5,11,4,12,8,0",15,15,1,1.1525940895080566,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_350.md
351,12696,68241,"11,14,10,7,12,0,8,4,6,2,13,9,15,5,1,3",5,5,1,0.9966738224029541,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_351.md
352,12697,68242,"1,11,12,14,3,8,15,10,4,9,0,2,7,13,6,5",10,10,1,1.1588466167449951,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_352.md
353,12698,68243,"15,3,10,0,8,12,11,2,4,9,5,1,14,7,13,6",3,3,1,1.1465792655944824,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_353.md
354,12699,68244,"12,9,10,4,15,13,8,14,7,1,2,5,0,11,3,6",12,12,1,1.1570594310760498,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_354.md
355,12700,68245,"14,7,9,4,3,13,8,0,10,11,15,12,2,6,5,1",7,7,1,1.0889441967010498,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_355.md
356,12701,68246,"2,14,7,10,11,1,6,3,15,9,0,4,12,5,13,8",10,10,1,1.1609773635864258,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_356.md
357,12702,68247,"10,5,15,11,6,0,3,1,4,9,12,13,2,8,14,7",5,5,1,1.2634692192077637,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_357.md
358,12703,68248,"5,10,6,9,2,7,4,15,12,13,0,11,3,8,1,14",10,10,1,1.201099157333374,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_358.md
359,12704,68249,"5,4,2,9,10,14,12,6,8,3,0,1,7,15,13,11",10,10,1,1.1513910293579102,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_359.md
360,12705,68250,"3,12,14,9,0,13,5,4,7,15,2,1,8,6,10,11",4,4,1,1.082686185836792,200000,0,200000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_054340\UNIFORM_NO_ELIM_duel0\md\seed_360.md
