seed,env_seed,algo_seed,perm,best_arm,final_arm,correct,wall_time_sec,spent_budget,duels,rewards,rounds_executed,seed_md
0,12345,67890,"12,8,9,6,11,5,0,13,15,2,4,14,1,7,10,3",6,6,1,0.012360334396362305,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_000.md
1,12346,67891,"12,11,10,6,8,13,1,4,14,2,9,3,7,0,5,15",13,13,1,0.021429061889648438,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_001.md
2,12347,67892,"3,13,2,7,0,11,14,1,15,12,10,4,5,6,9,8",4,4,1,0.014636993408203125,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_002.md
3,12348,67893,"11,14,9,3,4,8,7,10,15,0,6,5,1,2,13,12",9,9,1,0.027071237564086914,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_003.md
4,12349,67894,"12,15,14,9,0,4,6,10,1,3,5,13,11,8,2,7",4,4,1,0.013794660568237305,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_004.md
5,12350,67895,"14,3,0,12,9,7,13,6,1,2,5,11,15,4,10,8",2,2,1,0.02611374855041504,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_005.md
6,12351,67896,"14,7,8,4,13,12,2,0,1,3,5,11,9,15,6,10",7,7,1,0.021572589874267578,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_006.md
7,12352,67897,"11,0,8,15,9,4,6,13,14,1,7,2,3,10,5,12",1,1,1,0.012738704681396484,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_007.md
8,12353,67898,"6,0,4,10,11,14,1,2,8,13,9,5,15,7,3,12",1,1,1,0.02220630645751953,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_008.md
9,12354,67899,"8,4,1,13,9,12,3,10,6,14,0,5,15,7,11,2",10,10,1,0.012348651885986328,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_009.md
10,12355,67900,"2,6,1,3,15,10,14,12,7,4,11,8,0,5,13,9",12,12,1,0.013388633728027344,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_010.md
11,12356,67901,"2,4,15,0,5,3,12,6,10,14,11,8,13,7,1,9",3,3,1,0.013388395309448242,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_011.md
12,12357,67902,"12,10,13,5,2,14,0,8,7,4,1,9,15,6,11,3",6,6,1,0.019828081130981445,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_012.md
13,12358,67903,"0,7,11,10,2,3,14,13,4,12,15,8,1,5,6,9",0,0,1,0.015413045883178711,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_013.md
14,12359,67904,"15,8,6,2,0,3,14,12,7,4,13,9,10,1,5,11",4,4,1,0.020350217819213867,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_014.md
15,12360,67905,"7,10,2,0,8,6,3,4,13,15,11,14,12,5,9,1",3,3,1,0.019382476806640625,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_015.md
16,12361,67906,"12,7,1,9,13,3,6,11,0,5,2,14,10,8,15,4",8,8,1,0.01525259017944336,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_016.md
17,12362,67907,"5,12,11,15,0,7,3,1,8,14,4,10,9,2,6,13",4,7,0,0.014058113098144531,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_017.md
18,12363,67908,"10,4,5,0,11,7,13,8,3,2,9,6,15,1,12,14",3,3,1,0.018964767456054688,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_018.md
19,12364,67909,"10,2,1,8,7,14,4,12,5,13,0,9,15,3,6,11",10,10,1,0.016319751739501953,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_019.md
20,12365,67910,"15,6,3,14,0,11,9,10,1,13,2,7,8,4,5,12",4,4,1,0.014025211334228516,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_020.md
21,12366,67911,"10,9,7,2,11,3,5,6,12,15,0,14,4,8,1,13",10,10,1,0.015312433242797852,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_021.md
22,12367,67912,"3,10,7,14,2,9,12,4,1,13,0,15,8,11,5,6",10,10,1,0.01607203483581543,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_022.md
23,12368,67913,"0,14,6,4,11,12,10,15,2,9,7,3,5,13,1,8",0,0,1,0.01824164390563965,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_023.md
24,12369,67914,"4,10,5,8,9,13,12,6,11,15,0,14,1,2,7,3",10,10,1,0.014720916748046875,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_024.md
25,12370,67915,"9,2,8,14,7,0,4,10,11,6,1,12,15,13,5,3",5,5,1,0.014956235885620117,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_025.md
26,12371,67916,"0,7,4,9,15,14,11,3,10,2,6,13,5,8,12,1",0,0,1,0.01705789566040039,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_026.md
27,12372,67917,"13,6,11,10,5,8,1,9,0,15,12,4,7,3,14,2",8,8,1,0.013562440872192383,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_027.md
28,12373,67918,"4,9,12,8,1,11,15,13,2,6,5,10,0,7,14,3",12,4,0,0.014075756072998047,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_028.md
29,12374,67919,"7,0,13,14,1,5,3,10,6,15,8,9,11,12,4,2",1,1,1,0.015950441360473633,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_029.md
30,12375,67920,"4,7,6,12,8,9,15,3,2,13,1,11,5,14,10,0",15,15,1,0.020097732543945312,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_030.md
31,12376,67921,"11,6,15,12,10,14,4,3,1,8,13,9,2,0,7,5",13,13,1,0.02092123031616211,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_031.md
32,12377,67922,"2,5,13,6,4,3,11,10,12,1,14,15,0,9,7,8",12,12,1,0.015125036239624023,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_032.md
33,12378,67923,"5,12,4,3,0,13,8,6,2,14,11,9,10,7,15,1",4,4,1,0.05117225646972656,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_033.md
34,12379,67924,"4,11,12,10,13,8,14,6,2,1,5,0,3,9,15,7",11,11,1,0.013388633728027344,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_034.md
35,12380,67925,"11,9,15,5,10,0,6,1,2,3,14,4,13,8,12,7",5,5,1,0.011772871017456055,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_035.md
36,12381,67926,"0,13,6,7,2,15,4,5,14,9,1,10,12,11,8,3",0,10,0,0.01583409309387207,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_036.md
37,12382,67927,"10,15,7,1,2,11,0,5,6,4,13,8,12,9,14,3",6,6,1,0.01867508888244629,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_037.md
38,12383,67928,"9,5,1,14,4,2,10,6,8,3,0,7,12,11,15,13",10,10,1,0.016111135482788086,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_038.md
39,12384,67929,"11,12,2,3,9,0,13,6,10,4,8,7,14,15,1,5",5,5,1,0.014375686645507812,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_039.md
40,12385,67930,"1,10,0,13,5,8,7,3,2,4,12,15,14,9,6,11",2,2,1,0.013193368911743164,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_040.md
41,12386,67931,"4,5,9,7,1,11,3,2,10,12,8,14,13,6,15,0",15,15,1,0.011583566665649414,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_041.md
42,12387,67932,"6,2,14,0,7,5,10,11,13,1,4,9,3,12,8,15",3,3,1,0.017088890075683594,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_042.md
43,12388,67933,"2,4,7,3,9,8,5,11,13,6,1,0,12,14,15,10",11,11,1,0.017023563385009766,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_043.md
44,12389,67934,"14,5,4,12,11,13,2,9,1,7,3,8,10,15,0,6",14,14,1,0.01467752456665039,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_044.md
45,12390,67935,"0,8,14,11,13,6,9,10,7,1,5,3,4,2,15,12",0,0,1,0.014813661575317383,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_045.md
46,12391,67936,"11,8,9,12,2,1,10,4,15,7,3,13,0,14,5,6",12,12,1,0.012082576751708984,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_046.md
47,12392,67937,"14,12,0,3,8,10,9,6,5,7,15,2,4,13,1,11",2,2,1,0.014059066772460938,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_047.md
48,12393,67938,"5,1,12,0,10,7,6,13,14,2,8,9,11,3,4,15",3,3,1,0.012050628662109375,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_048.md
49,12394,67939,"5,4,3,8,14,12,6,7,9,1,11,2,13,0,15,10",13,13,1,0.018585205078125,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_049.md
50,12395,67940,"15,13,3,10,11,8,5,12,14,2,0,7,1,9,6,4",10,10,1,0.021715402603149414,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_050.md
51,12396,67941,"6,13,2,7,10,9,1,8,12,3,14,5,0,11,4,15",12,12,1,0.013815641403198242,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_051.md
52,12397,67942,"5,3,7,8,2,6,13,11,0,15,10,4,14,1,12,9",8,8,1,0.012412071228027344,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_052.md
53,12398,67943,"2,9,11,10,4,15,1,12,0,14,8,13,3,6,7,5",8,8,1,0.013881683349609375,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_053.md
54,12399,67944,"14,5,9,7,11,10,15,0,3,12,1,8,4,13,6,2",7,7,1,0.013832807540893555,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_054.md
55,12400,67945,"4,12,6,14,0,15,2,7,10,1,5,13,8,9,3,11",4,9,0,0.011258602142333984,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_055.md
56,12401,67946,"0,15,9,10,2,8,13,3,6,5,1,11,4,7,12,14",0,0,1,0.015244245529174805,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_056.md
57,12402,67947,"12,3,6,8,5,2,1,0,9,11,7,13,14,4,10,15",7,7,1,0.010721206665039062,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_057.md
58,12403,67948,"7,8,5,15,0,1,2,6,11,4,10,12,14,13,3,9",4,4,1,0.017011642456054688,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_058.md
59,12404,67949,"11,5,15,6,0,14,9,10,1,2,3,7,12,8,13,4",4,4,1,0.015162944793701172,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_059.md
60,12405,67950,"2,3,13,10,6,7,12,11,8,14,5,1,4,15,0,9",14,14,1,0.013329267501831055,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_060.md
61,12406,67951,"10,13,5,1,15,0,8,9,4,11,7,6,2,12,14,3",5,5,1,0.01638007164001465,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_061.md
62,12407,67952,"0,10,5,2,15,12,1,3,6,7,4,11,14,13,9,8",0,0,1,0.009017705917358398,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_062.md
