seed,env_seed,algo_seed,perm,best_arm,final_arm,correct,wall_time_sec,spent_budget,duels,rewards,rounds_executed,seed_md
63,12408,67953,"10,3,8,1,9,4,7,11,6,13,15,14,0,12,2,5",12,12,1,0.012307882308959961,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_063.md
64,12409,67954,"3,2,0,14,11,13,10,7,6,8,4,5,12,15,9,1",2,2,1,0.009313583374023438,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_064.md
65,12410,67955,"12,2,0,6,8,13,4,5,10,11,7,9,15,1,3,14",2,2,1,0.009023666381835938,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_065.md
66,12411,67956,"9,11,5,12,3,6,2,14,0,10,15,4,8,1,7,13",8,13,0,0.0,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_066.md
67,12412,67957,"10,1,4,7,13,6,9,8,0,11,3,2,5,14,15,12",8,8,1,0.010040998458862305,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_067.md
68,12413,67958,"14,0,15,13,1,6,4,12,7,9,3,2,5,11,10,8",1,4,0,0.01957082748413086,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_068.md
69,12414,67959,"10,8,4,3,9,14,0,5,1,13,11,15,2,6,12,7",6,6,1,0.019753694534301758,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_069.md
70,12415,67960,"10,1,13,6,14,7,9,2,11,5,15,4,0,8,3,12",12,12,1,0.01788473129272461,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_070.md
71,12416,67961,"15,7,6,3,11,9,2,12,14,10,5,8,1,4,0,13",14,14,1,0.009023904800415039,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_071.md
72,12417,67962,"8,14,12,13,0,5,10,4,1,11,7,6,15,9,3,2",4,4,1,0.021060466766357422,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_072.md
73,12418,67963,"6,1,11,3,14,9,10,4,5,7,2,13,12,15,8,0",15,15,1,0.013845443725585938,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_073.md
74,12419,67964,"7,15,0,10,14,13,11,4,3,9,12,1,8,2,5,6",2,2,1,0.013411760330200195,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_074.md
75,12420,67965,"5,6,2,14,8,0,9,13,15,10,7,4,3,12,1,11",5,5,1,0.01349949836730957,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_075.md
76,12421,67966,"7,10,15,1,4,5,11,8,14,12,0,2,9,3,13,6",10,3,0,0.018000364303588867,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_076.md
77,12422,67967,"2,6,9,7,4,3,15,5,8,0,13,1,11,10,14,12",9,11,0,0.009023427963256836,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_077.md
78,12423,67968,"4,3,1,5,0,9,7,15,6,8,11,14,13,2,10,12",4,4,1,0.012052297592163086,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_078.md
79,12424,67969,"12,0,3,8,2,4,11,5,1,10,15,14,13,6,9,7",1,1,1,0.014251708984375,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_079.md
80,12425,67970,"9,0,15,8,1,7,3,2,13,4,12,5,11,6,14,10",1,1,1,0.014823198318481445,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_080.md
81,12426,67971,"13,0,3,4,15,12,7,11,2,5,6,1,9,8,10,14",1,1,1,0.01655745506286621,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_081.md
82,12427,67972,"7,15,6,14,0,11,13,10,1,2,8,9,12,3,5,4",4,4,1,0.012357711791992188,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_082.md
83,12428,67973,"0,13,14,1,11,2,7,3,4,10,8,6,9,5,15,12",0,0,1,0.012498617172241211,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_083.md
84,12429,67974,"13,6,7,11,12,5,10,14,9,15,3,8,1,2,4,0",15,12,0,0.013950109481811523,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_084.md
85,12430,67975,"9,14,6,1,3,11,5,13,10,8,4,0,15,2,7,12",11,11,1,0.016560792922973633,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_085.md
86,12431,67976,"10,8,12,4,1,11,14,2,13,3,15,5,0,7,6,9",12,12,1,0.0150299072265625,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_086.md
87,12432,67977,"9,10,3,8,14,4,13,12,2,0,7,1,5,11,15,6",9,9,1,0.0161898136138916,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_087.md
88,12433,67978,"14,5,13,7,8,15,10,3,9,4,2,6,1,12,0,11",14,14,1,0.013808727264404297,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_088.md
89,12434,67979,"12,8,11,5,1,2,6,4,13,7,14,0,10,9,3,15",11,11,1,0.01200723648071289,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_089.md
90,12435,67980,"11,0,15,8,9,5,4,1,6,13,2,10,14,7,3,12",1,1,1,0.014678478240966797,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_090.md
91,12436,67981,"4,6,9,3,11,1,0,14,15,13,5,8,12,2,10,7",6,6,1,0.01613473892211914,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_091.md
92,12437,67982,"9,8,10,1,0,7,3,4,2,15,12,14,6,13,11,5",4,4,1,0.012284278869628906,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_092.md
93,12438,67983,"9,6,5,2,0,14,12,8,15,4,11,13,10,7,1,3",4,4,1,0.01607489585876465,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_093.md
94,12439,67984,"6,5,3,1,12,10,4,14,0,11,15,2,9,7,8,13",8,8,1,0.014946699142456055,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_094.md
95,12440,67985,"15,13,2,12,4,11,6,9,1,14,0,5,8,7,10,3",10,10,1,0.016326427459716797,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_095.md
96,12441,67986,"6,1,11,8,15,10,12,2,14,4,13,5,7,3,0,9",14,14,1,0.011031866073608398,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_096.md
97,12442,67987,"4,12,14,11,13,0,2,6,15,8,3,5,10,7,9,1",5,5,1,0.013025283813476562,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_097.md
98,12443,67988,"7,14,2,13,12,3,10,9,15,8,4,5,11,1,6,0",15,13,0,0.016164302825927734,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_098.md
99,12444,67989,"9,10,12,15,8,2,7,14,13,5,4,6,0,3,11,1",12,12,1,0.015627622604370117,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_099.md
100,12445,67990,"10,11,1,3,7,14,6,0,15,8,4,9,5,2,13,12",7,7,1,0.016518115997314453,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_100.md
101,12446,67991,"2,4,1,8,6,15,0,7,11,9,10,14,3,13,5,12",6,6,1,0.022388696670532227,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_101.md
102,12447,67992,"11,5,1,6,12,13,8,2,3,7,10,9,4,0,15,14",13,13,1,0.01604151725769043,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_102.md
103,12448,67993,"9,10,3,5,12,1,14,15,4,13,8,6,2,0,11,7",13,13,1,0.008936882019042969,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_103.md
104,12449,67994,"9,12,6,15,2,14,5,1,0,8,4,13,3,10,7,11",8,7,0,0.013632535934448242,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_104.md
105,12450,67995,"4,13,12,10,11,15,2,5,6,7,0,3,8,1,14,9",10,10,1,0.013915538787841797,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_105.md
106,12451,67996,"13,5,14,11,3,9,12,8,6,2,1,4,10,0,15,7",13,13,1,0.010341644287109375,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_106.md
107,12452,67997,"15,12,6,7,9,5,13,8,0,4,2,3,11,1,14,10",8,8,1,0.006409406661987305,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_107.md
108,12453,67998,"14,2,1,15,11,10,0,9,3,12,8,7,13,4,6,5",6,6,1,0.015986204147338867,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_108.md
109,12454,67999,"6,8,12,7,9,4,1,14,15,11,5,2,3,0,13,10",13,13,1,0.0116729736328125,2000,0,2000,1,d:\Reinforcement-Learning-Study\Fusing2\log\20251228_140833\UNIFORM_NO_ELIM_duel1\md\seed_109.md
