scenario,K,T,zeta_req,alpha_req,n,acc_mean,acc_std,acc_ci95,spent_mean,spent_std,spent_ci95,clamp_rate,permute_mu,base_perm_seed
unique_best_tiny,32,20000,0.0,0.0,5000,0.0266,0.16091127990293283,0.004460233121799801,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.0125,5000,0.0266,0.16091127990293283,0.004460233121799801,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.025,5000,0.0266,0.16091127990293283,0.004460233121799801,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.0375,5000,0.0276,0.1638238077936171,0.004540964276098194,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.05,5000,0.0276,0.1638238077936171,0.004540964276098194,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.0625,5000,0.0296,0.16948109039063916,0.004697776149285958,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.075,5000,0.0296,0.16948109039063916,0.004697776149285958,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.0875,5000,0.0296,0.16948109039063916,0.004697776149285958,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.1,5000,0.0308,0.1727754612206259,0.004789091449868127,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.1125,5000,0.0308,0.1727754612206259,0.004789091449868127,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.125,5000,0.0344,0.18225432779497994,0.0050518322265095065,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.1375,5000,0.0344,0.18225432779497994,0.0050518322265095065,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.15,5000,0.0344,0.18225432779497994,0.0050518322265095065,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.1625,5000,0.036,0.18629009635512028,0.005163698023703555,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.175,5000,0.036,0.18629009635512028,0.005163698023703555,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.1875,5000,0.0376,0.19022681199031855,0.0052728182138966255,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.2,5000,0.0376,0.19022681199031855,0.0052728182138966255,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.2125,5000,0.0376,0.19022681199031855,0.0052728182138966255,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.225,5000,0.0384,0.19215993338883108,0.00532640160528663,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.2375,5000,0.0384,0.19215993338883108,0.00532640160528663,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.25,5000,0.0554,0.2287593495357075,0.00634088566280768,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.2625,5000,0.0554,0.2287593495357075,0.00634088566280768,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.275,5000,0.0554,0.2287593495357075,0.00634088566280768,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.2875,5000,0.0578,0.2333648645362022,0.006468544025605762,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.3,5000,0.0578,0.2333648645362022,0.006468544025605762,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.3125,5000,0.0588,0.23524999468650365,0.006520797167463499,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.325,5000,0.0588,0.23524999468650365,0.006520797167463499,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.3375,5000,0.0588,0.23524999468650365,0.006520797167463499,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.35,5000,0.0598,0.2371159210175479,0.006572518006609035,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.3625,5000,0.0598,0.2371159210175479,0.006572518006609035,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.375,5000,0.0706,0.2561554996481629,0.007100268200906216,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.3875,5000,0.0706,0.2561554996481629,0.007100268200906216,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.4,5000,0.0706,0.2561554996481629,0.007100268200906216,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.4125,5000,0.0738,0.2614451376484176,0.007246889485786299,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.425,5000,0.0738,0.2614451376484176,0.007246889485786299,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.4375,5000,0.0796,0.270672939171983,0.00750267109427036,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.45,5000,0.0796,0.270672939171983,0.00750267109427036,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.4625,5000,0.0796,0.270672939171983,0.00750267109427036,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.475,5000,0.0794,0.27036205355041965,0.007494053784488071,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.4875,5000,0.0794,0.27036205355041965,0.007494053784488071,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.0,0.5,5000,0.2348,0.42387375479026773,0.011749181050064724,20550.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.025,0.0,5000,0.0504,0.21876891918186184,0.006063965061640773,20192.0,0.0,0.0,0.0,1,77777
unique_best_tiny,32,20000,0.025,0.0125,5000,0.0504,0.21876891918186184,0.006063965061640773,20192.0,0.0,0.0,0.0,1,77777
